# n = 1.2 U  = 18.0 J = 4.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       10.069100        1.199951        0.191589        7.919912
       2        9.954631        1.200195        0.136292        8.052826
       3        9.863531        1.200073        0.095825        8.116462
       4        9.816531        1.200073        0.067505        8.148760
       5        9.798702        1.200317        0.047363        8.168338
       6        9.794741        1.200317        0.032959        8.181079
       7        9.787841        1.200073        0.022339        8.182840
       8        9.784641        1.200073        0.015259        8.180554
       9        9.778041        1.200073        0.010376        8.181482
      10        9.780441        1.200073        0.006714        8.181972
      11        9.776241        1.200073        0.004761        8.182231
      12        9.771741        1.200073        0.003296        8.182278
      13        9.766941        1.200073        0.002808        8.182325
      14        9.768641        1.200073        0.002808        8.182341
      15        9.768641        1.200073        0.002808        8.182341
