# n = 0.4 U  = 14.0 J = 3.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       -5.965100        0.400024        0.049194       -4.061236
       2       -6.162812        0.400269        0.026855       -3.903221
       3       -6.121437        0.400269        0.015625       -3.919391
       4       -6.131637        0.400024        0.009644       -3.913858
       5       -6.127381        0.400269        0.006104       -3.916449
       6       -6.133931        0.400269        0.003418       -3.915249
       7       -6.134831        0.400024        0.002075       -3.913690
       8       -6.133631        0.400024        0.001587       -3.915132
       9       -6.131814        0.400269        0.001221       -3.916237
      10       -6.129063        0.400269        0.000732       -3.915159
      11       -6.128411        0.400269        0.000244       -3.915159
      12       -6.126286        0.400269        0.000244       -3.914771
      13       -6.126072        0.400269        0.000244       -3.915158
