# n = 0.4 U  = 14.0 J = 3.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       -5.966000        0.399536        0.048950       -4.058324
       2       -6.170000        0.399780        0.027100       -3.902307
       3       -6.141000        0.399048        0.015015       -3.914088
       4       -6.148000        0.399292        0.008301       -3.914685
       5       -6.140000        0.399048        0.005249       -3.912516
       6       -6.152000        0.399292        0.002930       -3.914600
       7       -6.146000        0.399536        0.001831       -3.915369
       8       -6.138600        0.399292        0.001221       -3.912783
       9       -6.142000        0.399292        0.000244       -3.913852
      10       -6.144000        0.399292        0.000244       -3.913463
      11       -6.144000        0.399292        0.000244       -3.913850
