# n = 0.5 U  = 19.0 J = 4.750 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       -2.381000        0.499634        0.087524       -3.047779
       2       -2.631000        0.499146        0.068237       -2.882091
       3       -2.574000        0.499390        0.053711       -2.902240
       4       -2.578000        0.499634        0.042603       -2.888107
       5       -2.575000        0.499390        0.034180       -2.881731
       6       -2.578000        0.499390        0.027344       -2.880221
       7       -2.582000        0.499390        0.021484       -2.877915
       8       -2.574000        0.499146        0.016724       -2.876460
       9       -2.576000        0.500122        0.012329       -2.880056
      10       -2.566000        0.499146        0.009644       -2.869578
      11       -2.577000        0.499146        0.008179       -2.876741
      12       -2.580000        0.499146        0.006226       -2.876617
      13       -2.580000        0.499390        0.004395       -2.877126
      14       -2.579000        0.499634        0.003052       -2.875817
      15       -2.580000        0.499146        0.002319       -2.872659
      16       -2.587000        0.499146        0.001831       -2.876353
      17       -2.585000        0.499146        0.001831       -2.876342
      18       -2.585000        0.499146        0.001831       -2.876342
