#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-11.443633	32.693330	-11.443633	32.693330	-22.312741	22.163425	11.511473	55.648436	11.511473	55.648436	10.403195	54.879361	
1	-11.443344	32.693619	-11.440746	32.696216	-22.308577	22.167589	11.508587	55.645550	11.511185	55.648148	10.402645	54.878811	
2	-11.442478	32.694484	-11.432089	32.704874	-22.296088	22.180078	11.499930	55.636893	11.510319	55.647282	10.400997	54.877163	
3	-11.441036	32.695927	-11.417667	32.719295	-22.275282	22.200884	11.485508	55.622471	11.508877	55.645840	10.398251	54.874417	
4	-11.439018	32.697945	-11.397492	32.739471	-22.246172	22.229994	11.465333	55.602295	11.506859	55.643822	10.394409	54.870575	
5	-11.436426	32.700537	-11.371578	32.765385	-22.208776	22.267390	11.439418	55.576381	11.504266	55.641229	10.389475	54.865641	
6	-11.433260	32.703703	-11.339943	32.797020	-22.163117	22.313049	11.407784	55.544747	11.501101	55.638064	10.383453	54.859619	
7	-11.429524	32.707439	-11.302613	32.834350	-22.109224	22.366942	11.370453	55.507416	11.497364	55.634327	10.376346	54.852512	
8	-11.425219	32.711744	-11.259614	32.877349	-22.047130	22.429036	11.327454	55.464417	11.493060	55.630022	10.368161	54.844327	
9	-11.420348	32.716615	-11.210978	32.925985	-21.976875	22.499291	11.278818	55.415781	11.488189	55.625152	10.358904	54.835069	
10	-11.414914	32.722049	-11.156742	32.980221	-21.898502	22.577664	11.224582	55.361545	11.482755	55.619718	10.348581	54.824747	
11	-11.408921	32.728042	-11.096946	33.040017	-21.812060	22.664105	11.164786	55.301749	11.476761	55.613724	10.337202	54.813368	
12	-11.402371	32.734591	-11.031635	33.105328	-21.717604	22.758562	11.099476	55.236438	11.470212	55.607175	10.324774	54.800940	
13	-11.395270	32.741693	-10.960859	33.176104	-21.615192	22.860973	11.028699	55.165662	11.463111	55.600074	10.311308	54.787474	
14	-11.387621	32.749342	-10.884671	33.252292	-21.504889	22.971277	10.952511	55.089474	11.455462	55.592425	10.296814	54.772980	
15	-11.379430	32.757533	-10.803129	33.333834	-21.386764	23.089402	10.870970	55.007933	11.447270	55.584233	10.281304	54.757470	
16	-11.370700	32.766263	-10.716296	33.420667	-21.260890	23.215276	10.784137	54.921100	11.438541	55.575504	10.264789	54.740955	
17	-11.361438	32.775524	-10.624239	33.512723	-21.127346	23.348819	10.692080	54.829043	11.429279	55.566242	10.247283	54.723449	
18	-11.351650	32.785313	-10.527030	33.609933	-20.986217	23.489948	10.594871	54.731834	11.419491	55.556453	10.228800	54.704966	
19	-11.341341	32.795622	-10.424745	33.712218	-20.837591	23.638574	10.492585	54.629548	11.409181	55.546144	10.209354	54.685520	
20	-11.330517	32.806446	-10.317464	33.819499	-20.681562	23.794604	10.385305	54.522268	11.398358	55.535321	10.188960	54.665126	
21	-11.319186	32.817777	-10.205274	33.931689	-20.518226	23.957940	10.273115	54.410078	11.387026	55.523989	10.167636	54.643802	
22	-11.307354	32.829609	-10.088265	34.048698	-20.347687	24.128478	10.156106	54.293069	11.375194	55.512157	10.145398	54.621564	
23	-11.295028	32.841935	-9.966532	34.170431	-20.170053	24.306112	10.034373	54.171336	11.362869	55.499832	10.122265	54.598430	
24	-11.282217	32.854746	-9.840177	34.296786	-19.985435	24.490730	9.908017	54.044980	11.350057	55.487020	10.098254	54.574420	
25	-11.268927	32.868035	-9.709304	34.427659	-19.793950	24.682216	9.777144	53.914107	11.336768	55.473731	10.073386	54.549552	
26	-11.255168	32.881795	-9.574025	34.562938	-19.595718	24.880448	9.641865	53.778828	11.323009	55.459972	10.047682	54.523847	
27	-11.240948	32.896015	-9.434457	34.702506	-19.390865	25.085301	9.502297	53.639260	11.308788	55.445751	10.021162	54.497327	
28	-11.226274	32.910689	-9.290722	34.846241	-19.179519	25.296646	9.358562	53.495525	11.294115	55.431078	9.993848	54.470014	
29	-11.211157	32.925806	-9.142949	34.994014	-18.961816	25.514350	9.210789	53.347752	11.278998	55.415961	9.965764	54.441930	
30	-11.195606	32.941357	-8.991273	35.145690	-18.737892	25.738273	9.059113	53.196076	11.263446	55.400409	9.936933	54.413099	
31	-11.179630	32.957333	-8.835835	35.301128	-18.507891	25.968275	8.903675	53.040638	11.247470	55.384433	9.907380	54.383546	
32	-11.163238	32.973725	-8.676784	35.460179	-18.271957	26.204208	8.744624	52.881587	11.231079	55.368042	9.877130	54.353296	
33	-11.146442	32.990521	-8.514276	35.622687	-18.030242	26.445924	8.582116	52.719079	11.214283	55.351246	9.846210	54.322375	
34	-11.129251	33.007712	-8.348475	35.788488	-17.782899	26.693267	8.416315	52.553278	11.197092	55.334055	9.814645	54.290811	
35	-11.111676	33.025287	-8.179554	35.957409	-17.530086	26.946080	8.247395	52.384357	11.179517	55.316480	9.782466	54.258631	
36	-11.093728	33.043235	-8.007695	36.129268	-17.271964	27.204202	8.075536	52.212498	11.161568	55.298531	9.749699	54.225864	
37	-11.075417	33.061546	-7.833090	36.303873	-17.008699	27.467466	7.900930	52.037893	11.143257	55.280220	9.716374	54.192540	
38	-11.056755	33.080208	-7.655942	36.481021	-16.740460	27.735705	7.723782	51.860745	11.124595	55.261558	9.682523	54.158689	
39	-11.037753	33.099210	-7.476466	36.660497	-16.467420	28.008746	7.544306	51.681269	11.105593	55.242556	9.648176	54.124342	
40	-11.018423	33.118540	-7.294890	36.842073	-16.189754	28.286412	7.362731	51.499693	11.086263	55.223226	9.613365	54.089531	
41	-10.998777	33.138186	-7.111458	37.025505	-15.907641	28.568525	7.179298	51.316261	11.066617	55.203580	9.578123	54.054289	
42	-10.978826	33.158137	-6.926428	37.210535	-15.621264	28.854902	6.994268	51.131231	11.046667	55.183630	9.542485	54.018651	
43	-10.958583	33.178379	-6.740078	37.396885	-15.330809	29.145357	6.807919	50.944882	11.026424	55.163387	9.506485	53.982651	
44	-10.938061	33.198902	-6.552706	37.584257	-15.036465	29.439701	6.620547	50.757510	11.005902	55.142865	9.470158	53.946324	
45	-10.917272	33.219691	-6.364633	37.772330	-14.738424	29.737742	6.432474	50.569437	10.985112	55.122075	9.433542	53.909708	
46	-10.896228	33.240735	-6.176206	37.960757	-14.436881	30.039285	6.244046	50.381009	10.964068	55.101031	9.396674	53.872839	
47	-10.874942	33.262021	-5.987799	38.149164	-14.132033	30.344132	6.055640	50.192603	10.942782	55.079745	9.359592	53.835758	
48	-10.853428	33.283535	-5.799823	38.337140	-13.824083	30.652083	5.867663	50.004626	10.921268	55.058231	9.322336	53.798502	
49	-10.831698	33.305265	-5.612722	38.524241	-13.513233	30.962933	5.680563	49.817526	10.899538	55.036501	9.284946	53.761112	
50	-10.809765	33.327198	-5.426986	38.709977	-13.199689	31.276477	5.494827	49.631790	10.877606	55.014569	9.247465	53.723631	
51	-10.787644	33.349319	-5.243151	38.893812	-12.883661	31.592505	5.310992	49.447955	10.855485	54.992448	9.209934	53.686100	
52	-10.765348	33.371615	-5.061807	39.075156	-12.565360	31.910806	5.129648	49.266611	10.833188	54.970151	9.172398	53.648563	
53	-10.742889	33.394074	-4.883605	39.253358	-12.244999	32.231166	4.951445	49.088408	10.810730	54.947692	9.134900	53.611066	
54	-10.720282	33.416681	-4.709261	39.427702	-11.922796	32.553369	4.777101	48.914064	10.788123	54.925086	9.097488	53.573654	
55	-10.697541	33.439422	-4.539567	39.597396	-11.598970	32.877196	4.607408	48.744371	10.765381	54.902344	9.060209	53.536375	
56	-10.674679	33.462284	-4.375394	39.761568	-11.273740	33.202426	4.443235	48.580198	10.742519	54.879482	9.023110	53.499276	
57	-10.651710	33.485253	-4.217698	39.919265	-10.947330	33.528835	4.285539	48.422502	10.719550	54.856513	8.986242	53.462408	
58	-10.628648	33.508315	-4.067521	40.069442	-10.619967	33.856199	4.135361	48.272324	10.696489	54.833452	8.949655	53.425821	
59	-10.605508	33.531455	-3.925988	40.210974	-10.291876	34.184290	3.993829	48.130792	10.673348	54.810311	8.913402	53.389568	
60	-10.582302	33.554661	-3.794305	40.342658	-9.963289	34.512877	3.862145	47.999108	10.650143	54.787106	8.877537	53.353703	
61	-10.559046	33.577917	-3.673733	40.463230	-9.634435	34.841730	3.741574	47.878536	10.626886	54.763849	8.842115	53.318281	
62	-10.535753	33.601210	-3.565572	40.571391	-9.305550	35.170615	3.633412	47.770375	10.603593	54.740556	8.807192	53.283358	
63	-10.512437	33.624526	-3.471116	40.665847	-8.976869	35.499297	3.538956	47.675919	10.580278	54.717241	8.772828	53.248994	
64	-10.489113	33.647850	-3.391605	40.745357	-8.648628	35.827538	3.459446	47.596409	10.556953	54.693916	8.739082	53.215248	
65	-10.465794	33.671169	-3.328167	40.808796	-8.321067	36.155099	3.396007	47.532970	10.533635	54.670598	8.706015	53.182181	
66	-10.442495	33.694468	-3.281745	40.855218	-7.994426	36.481740	3.349586	47.486549	10.510336	54.647299	8.673692	53.149858	
67	-10.419230	33.717733	-3.253040	40.883923	-7.668948	36.807218	3.320881	47.457844	10.487070	54.624033	8.642177	53.118343	
68	-10.396012	33.740951	-3.242453	40.894510	-7.344877	37.131289	3.310293	47.447256	10.463853	54.600816	8.611537	53.087703	
69	-10.372856	33.764107	3.317889	47.454852	-7.022459	37.453707	-3.250048	40.886914	10.440697	54.577660	8.581841	53.058007	
70	-10.349776	33.787187	3.343392	47.480354	-6.701940	37.774226	-3.275551	40.861412	10.417616	54.554579	8.553160	53.029326	
71	-10.326785	33.810178	3.386201	47.523164	-6.383569	38.092596	-3.318360	40.818603	10.394626	54.531589	8.525566	53.001732	
72	-10.303898	33.833065	3.445437	47.582399	-6.067596	38.408570	-3.377596	40.759367	10.371738	54.508701	8.499134	52.975300	
73	-10.281127	33.855836	3.519998	47.656961	-5.754271	38.721895	-3.452157	40.684806	10.348968	54.485931	8.473940	52.950106	
74	-10.258488	33.878475	3.608631	47.745594	-5.443846	39.032320	-3.540791	40.596172	10.326328	54.463291	8.450062	52.926228	
75	-10.235992	33.900970	3.709997	47.846960	-5.136573	39.339593	-3.642157	40.494806	10.303833	54.440796	8.427580	52.903746	
76	-10.213655	33.923308	3.822726	47.959689	-4.832706	39.643460	-3.754886	40.382077	10.281496	54.418458	8.406576	52.882742	
77	-10.191489	33.945474	3.945469	48.082432	-4.532497	39.943668	-3.877629	40.259334	10.259329	54.396292	8.387132	52.863298	
78	-10.169507	33.967456	4.076927	48.213890	-4.236201	40.239965	-4.009087	40.127876	10.237347	54.374310	8.369334	52.845499	
79	-10.147723	33.989240	4.215878	48.352841	-3.944070	40.532096	-4.148037	39.988926	10.215563	54.352526	8.353265	52.829430	
80	-10.126149	34.010814	4.361185	48.498148	-3.656357	40.819809	-4.293344	39.843619	10.193989	54.330952	8.339012	52.815178	
81	-10.104799	34.032164	4.511805	48.648768	-3.373311	41.102855	-4.443965	39.692998	10.172639	54.309602	8.326661	52.802827	
82	-10.083685	34.053278	4.666788	48.803751	-3.095183	41.380983	-4.598947	39.538016	10.151525	54.288488	8.316298	52.792464	
83	-10.062819	34.074144	4.825270	48.962233	-2.822218	41.653948	-4.757430	39.379533	10.130660	54.267623	8.308008	52.784174	
84	-10.042215	34.094748	4.986473	49.123436	-2.554660	41.921506	-4.918633	39.218330	10.110056	54.247019	8.301874	52.778040	
85	-10.021885	34.115078	5.149693	49.286655	-2.292746	42.183420	-5.081852	39.055111	10.089725	54.226688	8.297978	52.774144	
86	-10.001839	34.135123	5.314293	49.451256	-2.036709	42.439457	-5.246452	38.890511	10.069680	54.206643	8.296396	52.772562	
87	-9.982092	34.154871	5.479700	49.616663	-1.786776	42.689389	-5.411860	38.725103	10.049932	54.186895	8.297202	52.773368	
88	-9.962653	34.174310	5.645395	49.782358	-1.543165	42.933000	-5.577555	38.559408	10.030494	54.167457	8.300462	52.776628	
89	-9.943535	34.193428	5.810907	49.947869	-1.306085	43.170080	-5.743066	38.393897	10.011376	54.148339	8.306238	52.782403	
90	-9.924749	34.212214	5.975806	50.112769	-1.075733	43.400432	-5.907965	38.228997	9.992590	54.129553	8.314579	52.790745	
91	-9.906306	34.230657	6.139703	50.276666	-0.852294	43.623872	-6.071863	38.065100	9.974147	54.111110	8.325527	52.801693	
92	-9.888217	34.248746	6.302241	50.439204	-0.635938	43.840227	-6.234400	37.902562	9.956058	54.093021	8.339112	52.815278	
93	-9.870493	34.266470	6.463092	50.600055	-0.426819	44.049347	-6.395251	37.741712	9.938334	54.075297	8.355347	52.831513	
94	-9.853144	34.283819	6.621954	50.758917	-0.225072	44.251093	-6.554114	37.582849	9.920985	54.057947	8.374234	52.850400	
95	-9.836180	34.300783	6.778550	50.915513	-0.030813	44.445353	-6.710710	37.426253	9.904021	54.040984	8.395754	52.871919	
96	-9.819612	34.317351	6.932622	51.069585	0.155865	44.632031	-6.864782	37.272181	9.887452	54.024415	8.419870	52.896036	
97	-9.803448	34.333515	7.083932	51.220895	0.334893	44.811058	-7.016092	37.120871	9.871289	54.008252	8.446527	52.922692	
98	-9.787699	34.349264	7.232258	51.369221	0.506223	44.982389	-7.164417	36.972546	9.855540	53.992503	8.475644	52.951810	
99	-9.772374	34.364589	7.377392	51.514355	0.669838	45.146004	-7.309551	36.827412	9.840215	53.977178	8.507122	52.983288	
100	-9.757482	34.379481	7.519141	51.656104	0.825743	45.301909	-7.451301	36.685662	9.825323	53.962286	8.540836	53.017002	
101	-9.743032	34.393931	7.657326	51.794288	0.973972	45.450138	-7.589485	36.547478	9.810872	53.947835	8.576639	53.052805	
102	-9.729031	34.407932	7.791775	51.928738	1.114585	45.590750	-7.723934	36.413028	9.796872	53.933834	8.614360	53.090526	
103	-9.715489	34.421474	7.922331	52.059294	1.247665	45.723831	-7.854490	36.282472	9.783329	53.920292	8.653806	53.129972	
104	-9.702412	34.434550	8.048844	52.185807	1.373325	45.849490	-7.981004	36.155959	9.770253	53.907216	8.694765	53.170931	
105	-9.689810	34.447153	8.171175	52.308138	1.491695	45.967861	-8.103334	36.033629	9.757651	53.894614	8.737002	53.213168	
106	-9.677689	34.459274	8.289191	52.426154	1.602930	46.079095	-8.221350	35.915613	9.745529	53.882492	8.780268	53.256434	
107	-9.666056	34.470907	8.402769	52.539732	1.707201	46.183367	-8.334928	35.802035	9.733896	53.870859	8.824297	53.300463	
108	-9.654918	34.482045	8.511792	52.648755	1.804696	46.280862	-8.443952	35.693011	9.722759	53.859721	8.868813	53.344979	
109	-9.644282	34.492681	8.616152	52.753115	1.895616	46.371782	-8.548312	35.588651	9.712122	53.849085	8.913530	53.389696	
110	-9.634153	34.502810	8.715746	52.852709	1.980170	46.456336	-8.647906	35.489057	9.701993	53.838956	8.958155	53.434321	
111	-9.624538	34.512425	8.810479	52.947442	2.058577	46.534743	-8.742638	35.394325	9.692378	53.829341	9.002394	53.478560	
112	-9.615442	34.521521	8.900260	53.037223	2.131056	46.607222	-8.832419	35.304544	9.683282	53.820245	9.045953	53.522118	
113	-9.606870	34.530092	8.985006	53.121968	2.197829	46.673995	-8.917165	35.219798	9.674711	53.811674	9.088539	53.564704	
114	-9.598829	34.538134	9.064638	53.201601	2.259116	46.735281	-8.996798	35.140165	9.666669	53.803632	9.129867	53.606033	
115	-9.591321	34.545642	9.139086	53.276049	2.315131	46.791297	-9.071245	35.065718	9.659161	53.796124	9.169661	53.645827	
116	-9.584352	34.552611	9.208281	53.345244	2.366083	46.842249	-9.140441	34.996522	9.652192	53.789155	9.207655	53.683821	
117	-9.577925	34.559038	9.272163	53.409126	2.412171	46.888337	-9.204323	34.932640	9.645766	53.782728	9.243596	53.719762	
118	-9.572045	34.564918	9.330676	53.467639	2.453583	46.929749	-9.262835	34.874128	9.639885	53.776848	9.277246	53.753412	
119	-9.566714	34.570249	9.383768	53.520731	2.490496	46.966662	-9.315927	34.821036	9.634555	53.771517	9.308383	53.784549	
120	-9.561936	34.575027	9.431393	53.568356	2.523072	46.999238	-9.363553	34.773410	9.629777	53.766740	9.336806	53.812971	
121	-9.557714	34.579249	9.473511	53.610474	2.551458	47.027624	-9.405671	34.731292	9.625554	53.762517	9.362327	53.838493	
