#    itr              mu            ntot            mtot            etot
       1       45.408000        4.899231        1.100769       71.169767
       2       20.124000        4.899414       -0.762329       48.924040
       3       20.190000        4.899658        0.528687       49.318373
       4       20.286000        4.899048       -0.360596       49.493319
       5       20.349000        4.900024        0.243408       49.595725
       6       20.373000        4.899048       -0.161865       49.629940
       7       20.376000        4.899292        0.107910       49.642545
       8       20.394000        4.899048       -0.072998       49.649189
       9       20.390000        4.899048        0.049072       49.649983
      10       20.390000        4.899048       -0.030029       49.651516
      11       20.398000        4.899048        0.018799       49.652397
      12       20.392000        4.899292       -0.013672       49.657732
      13       20.393000        4.899292        0.009766       49.660846
      14       20.394000        4.899780       -0.005859       49.670909
      15       20.396000        4.899292        0.004395       49.666927
      16       20.395000        4.899292       -0.003418       49.660923
      17       20.393000        4.899292        0.003418       49.660929
      18       20.393000        4.899292       -0.003418       49.660929
