# n = 1.2 U  = 12.0 J = 3.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1        3.910838        1.200317        0.128662        0.867214
       2        3.806480        1.200317        0.058594        0.959793
       3        3.780780        1.200073        0.027954        0.978912
       4        3.775080        1.200073        0.012329        0.980066
       5        3.775380        1.200073        0.005737        0.981053
       6        3.771380        1.200073        0.003296        0.981274
       7        3.765380        1.200073        0.002319        0.981323
       8        3.767780        1.200073        0.001831        0.981338
       9        3.768934        1.200317        0.001465        0.982263
      10        3.772060        1.200317        0.000977        0.985199
      11        3.773891        1.200317        0.000977        0.985202
      12        3.773891        1.200317        0.000977        0.985202
