#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-1.929504	-1.929504	-1.929504	-1.929504	-13.149414	-13.149414	
1	-1.929203	-1.929203	-1.926493	-1.926493	-13.145198	-13.145198	
2	-1.928300	-1.928300	-1.917459	-1.917459	-13.132550	-13.132550	
3	-1.926795	-1.926795	-1.902409	-1.902409	-13.111480	-13.111480	
4	-1.924689	-1.924689	-1.881352	-1.881352	-13.082000	-13.082000	
5	-1.921984	-1.921984	-1.854300	-1.854300	-13.044128	-13.044128	
6	-1.918681	-1.918681	-1.821269	-1.821269	-12.997885	-12.997885	
7	-1.914782	-1.914782	-1.782281	-1.782281	-12.943301	-12.943301	
8	-1.910290	-1.910290	-1.737357	-1.737357	-12.880408	-12.880408	
9	-1.905207	-1.905207	-1.686526	-1.686526	-12.809244	-12.809244	
10	-1.899536	-1.899536	-1.629817	-1.629817	-12.729852	-12.729852	
11	-1.893280	-1.893280	-1.567265	-1.567265	-12.642279	-12.642279	
12	-1.886445	-1.886445	-1.498908	-1.498908	-12.546579	-12.546579	
13	-1.879033	-1.879033	-1.424786	-1.424786	-12.442809	-12.442809	
14	-1.871048	-1.871048	-1.344945	-1.344945	-12.331031	-12.331031	
15	-1.862497	-1.862497	-1.259432	-1.259432	-12.211313	-12.211313	
16	-1.853384	-1.853384	-1.168300	-1.168300	-12.083728	-12.083728	
17	-1.843714	-1.843714	-1.071602	-1.071602	-11.948351	-11.948351	
18	-1.833494	-1.833494	-0.969397	-0.969397	-11.805264	-11.805264	
19	-1.822729	-1.822729	-0.861747	-0.861747	-11.654554	-11.654554	
20	-1.811426	-1.811426	-0.748717	-0.748717	-11.496312	-11.496312	
21	-1.799591	-1.799591	-0.630374	-0.630374	-11.330632	-11.330632	
22	-1.787233	-1.787233	-0.506790	-0.506790	-11.157615	-11.157615	
23	-1.774358	-1.774358	-0.378040	-0.378040	-10.977364	-10.977364	
24	-1.760974	-1.760974	-0.244201	-0.244201	-10.789989	-10.789989	
25	-1.747089	-1.747089	-0.105353	-0.105353	-10.595601	-10.595601	
26	-1.732712	-1.732712	0.038420	0.038420	-10.394320	-10.394320	
27	-1.717851	-1.717851	0.187031	0.187031	-10.186264	-10.186264	
28	-1.702515	-1.702515	0.340391	0.340391	-9.971560	-9.971560	
29	-1.686713	-1.686713	0.498407	0.498407	-9.750338	-9.750338	
30	-1.670456	-1.670456	0.660984	0.660984	-9.522730	-9.522730	
31	-1.653751	-1.653751	0.828025	0.828025	-9.288873	-9.288873	
32	-1.636611	-1.636611	0.999428	0.999428	-9.048909	-9.048909	
33	-1.619045	-1.619045	1.175090	1.175090	-8.802982	-8.802982	
34	-1.601063	-1.601063	1.354906	1.354906	-8.551239	-8.551239	
35	-1.582677	-1.582677	1.538767	1.538767	-8.293834	-8.293834	
36	-1.563898	-1.563898	1.726563	1.726563	-8.030920	-8.030920	
37	-1.544736	-1.544736	1.918180	1.918180	-7.762656	-7.762656	
38	-1.525204	-1.525204	2.113503	2.113503	-7.489204	-7.489204	
39	-1.505313	-1.505313	2.312414	2.312414	-7.210729	-7.210729	
40	-1.485075	-1.485075	2.514793	2.514793	-6.927397	-6.927397	
41	-1.464502	-1.464502	2.720519	2.720519	-6.639381	-6.639381	
42	-1.443607	-1.443607	2.929468	2.929468	-6.346852	-6.346852	
43	-1.422403	-1.422403	3.141514	3.141514	-6.049989	-6.049989	
44	-1.400901	-1.400901	3.356528	3.356528	-5.748968	-5.748968	
45	-1.379116	-1.379116	3.574382	3.574382	-5.443973	-5.443973	
46	-1.357059	-1.357059	3.794945	3.794945	-5.135185	-5.135185	
47	-1.334746	-1.334746	4.018082	4.018082	-4.822792	-4.822792	
48	-1.312188	-1.312188	4.243661	4.243661	-4.506982	-4.506982	
49	-1.289399	-1.289399	4.471545	4.471545	-4.187945	-4.187945	
50	-1.266394	-1.266394	4.701597	4.701597	-3.865872	-3.865872	
51	-1.243186	-1.243186	4.933678	4.933678	-3.540958	-3.540958	
52	-1.219789	-1.219789	5.167649	5.167649	-3.213400	-3.213400	
53	-1.196217	-1.196217	5.403368	5.403368	-2.883393	-2.883393	
54	-1.172485	-1.172485	5.640694	5.640694	-2.551137	-2.551137	
55	-1.148606	-1.148606	5.879483	5.879483	-2.216831	-2.216831	
56	-1.124595	-1.124595	6.119592	6.119592	-1.880679	-1.880679	
57	-1.100466	-1.100466	6.360877	6.360877	-1.542881	-1.542881	
58	-1.076235	-1.076235	6.603191	6.603191	-1.203641	-1.203641	
59	-1.051915	-1.051915	6.846389	6.846389	-0.863164	-0.863164	
60	-1.027522	-1.027522	7.090324	7.090324	-0.521654	-0.521654	
61	-1.003069	-1.003069	7.334850	7.334850	-0.179318	-0.179318	
62	-0.978572	-0.978572	7.579819	7.579819	0.163638	0.163638	
63	-0.954046	-0.954046	7.825083	7.825083	0.507009	0.507009	
