#    itr              mu            ntot            mtot            etot
       1       31.321000        3.999207        2.000793       16.610494
       2       14.850000        3.999023       -0.980835       21.655960
       3       15.329000        3.999268        0.514771       22.998444
       4       15.475000        3.999023       -0.288452       23.324227
       5       15.534000        3.999512        0.164429       23.418790
       6       15.570000        3.999878       -0.094482       23.456922
       7       15.574000        3.999390        0.052490       23.462105
       8       15.587000        3.999146       -0.025879       23.456380
       9       15.583000        3.999390        0.015381       23.458647
      10       15.582000        3.999146       -0.006836       23.457515
      11       15.583000        3.999146        0.002930       23.455175
      12       15.586000        3.999146       -0.001953       23.455168
      13       15.587000        3.999634        0.001465       23.462781
      14       15.589000        3.999634       -0.001465       23.467650
      15       15.589000        3.999634        0.001465       23.467650
