# n = 0.7 U  = 14.0 J = 3.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       -1.510000        0.699341        0.101929       -3.287835
       2       -1.619000        0.699341        0.065796       -3.203629
       3       -1.584000        0.699097        0.043457       -3.195678
       4       -1.584000        0.699341        0.028442       -3.190020
       5       -1.580000        0.700317        0.017700       -3.187137
       6       -1.567000        0.699097        0.012207       -3.175344
       7       -1.577000        0.699097        0.008301       -3.184885
       8       -1.578000        0.699585        0.005371       -3.185433
       9       -1.572000        0.699097        0.004150       -3.180884
      10       -1.574000        0.699341        0.003540       -3.185374
      11       -1.570000        0.699341        0.003540       -3.183166
      12       -1.570000        0.699341        0.003540       -3.183166
