#    itr              mu            ntot            mtot            etot
       1      -11.217773        2.000244        0.999382      -41.624683
       2        3.316935        2.000336       -0.701153       -9.706062
       3        2.805663        1.999817        0.443024       -7.368675
       4        2.412253        1.999603       -0.275375       -6.065086
       5        2.350077        1.999908        0.167618       -5.549207
       6        2.288803        2.000244       -0.101868       -5.344640
       7        2.275542        2.000854        0.061401       -5.266143
       8        2.291989        1.999634       -0.038330       -5.237093
       9        2.271075        1.999390        0.022827       -5.235885
      10        2.278998        2.000000       -0.013337       -5.231896
      11        2.278215        2.000854        0.007202       -5.224926
      12        2.286807        2.000854       -0.003296       -5.218699
      13        2.292125        2.000366        0.001831       -5.219598
      14        2.281408        1.999634       -0.001465       -5.224615
