#    itr              mu            ntot            mtot            etot
       1      -26.824219        1.200684        0.600340      -39.612032
       2       -3.613888        1.199188       -0.474777      -10.640384
       3       -2.973795        1.200806        0.450928       -9.790358
       4       -2.957062        1.200195       -0.434875       -9.625533
       5       -2.998711        1.199463        0.423767       -9.520797
       6       -3.006843        1.199707       -0.413391       -9.453146
       7       -3.016871        1.200439        0.404480       -9.388871
       8       -3.028344        1.199707       -0.395325       -9.328641
       9       -3.038961        1.200928        0.388611       -9.280015
      10       -3.052887        1.200195       -0.383606       -9.232235
      11       -3.071328        1.199951        0.380066       -9.205204
      12       -3.077351        1.199951       -0.376648       -9.185585
      13       -3.081904        1.200439        0.373962       -9.167091
      14       -3.085346        1.199463       -0.372498       -9.146442
      15       -3.087947        1.199707        0.370178       -9.143201
      16       -3.081929        1.200684       -0.367981       -9.131844
      17       -3.089350        1.199707        0.366516       -9.112046
      18       -3.100958        1.199707       -0.366028       -9.108165
