# n = 5.5 U  = 18.0 J = 4.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       97.093300        5.499939        0.250031      445.888842
       2       92.085900        5.500061        0.238861      448.429835
       3       92.085400        5.500061        0.230560      448.465022
       4       92.072800        5.500061        0.223480      448.483219
       5       92.065917        5.500305        0.218719      448.520666
       6       92.062586        5.500305        0.214813      448.550763
       7       92.056752        5.500305        0.210907      448.558860
       8       92.050852        5.500061        0.208832      448.544372
       9       92.043979        5.500305        0.206512      448.551026
      10       92.046422        5.500305        0.206024      448.575655
      11       92.048955        5.500305        0.205536      448.576603
      12       92.047113        5.500305        0.205048      448.577668
      13       92.045813        5.500061        0.204681      448.556140
      14       92.042057        5.500305        0.203827      448.559205
      15       92.044957        5.500061        0.202728      448.558481
      16       92.037457        5.500061        0.202240      448.540461
      17       92.036157        5.500061        0.202240      448.541390
      18       92.036157        5.500061        0.202240      448.541390
