#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	18.470642	18.470642	18.470642	18.470642	7.546265	7.546265	
1	18.470943	18.470943	18.473654	18.473654	7.550481	7.550481	
2	18.471847	18.471847	18.482688	18.482688	7.563128	7.563128	
3	18.473352	18.473352	18.497738	18.497738	7.584198	7.584198	
4	18.475457	18.475457	18.518795	18.518795	7.613678	7.613678	
5	18.478163	18.478163	18.545847	18.545847	7.651551	7.651551	
6	18.481466	18.481466	18.578877	18.578877	7.697794	7.697794	
7	18.485364	18.485364	18.617866	18.617866	7.752378	7.752378	
8	18.489857	18.489857	18.662789	18.662789	7.815271	7.815271	
9	18.494940	18.494940	18.713621	18.713621	7.886435	7.886435	
10	18.500611	18.500611	18.770330	18.770330	7.965827	7.965827	
11	18.506866	18.506866	18.832881	18.832881	8.053400	8.053400	
12	18.513702	18.513702	18.901239	18.901239	8.149100	8.149100	
13	18.521114	18.521114	18.975360	18.975360	8.252870	8.252870	
14	18.529098	18.529098	19.055201	19.055201	8.364648	8.364648	
15	18.537649	18.537649	19.140714	19.140714	8.484365	8.484365	
16	18.546763	18.546763	19.231847	19.231847	8.611951	8.611951	
17	18.556432	18.556432	19.328545	19.328545	8.747328	8.747328	
18	18.566653	18.566653	19.430749	19.430749	8.890415	8.890415	
19	18.577418	18.577418	19.538399	19.538399	9.041124	9.041124	
20	18.588721	18.588721	19.651429	19.651429	9.199367	9.199367	
21	18.600555	18.600555	19.769772	19.769772	9.365047	9.365047	
22	18.612913	18.612913	19.893356	19.893356	9.538064	9.538064	
23	18.625789	18.625789	20.022106	20.022106	9.718315	9.718315	
24	18.639172	18.639172	20.155946	20.155946	9.905690	9.905690	
25	18.653057	18.653057	20.294794	20.294794	10.100077	10.100077	
26	18.667435	18.667435	20.438567	20.438567	10.301359	10.301359	
27	18.682296	18.682296	20.587178	20.587178	10.509415	10.509415	
28	18.697632	18.697632	20.740538	20.740538	10.724118	10.724118	
29	18.713433	18.713433	20.898554	20.898554	10.945341	10.945341	
30	18.729691	18.729691	21.061131	21.061131	11.172949	11.172949	
31	18.746395	18.746395	21.228171	21.228171	11.406805	11.406805	
32	18.763535	18.763535	21.399574	21.399574	11.646770	11.646770	
33	18.781102	18.781102	21.575237	21.575237	11.892697	11.892697	
34	18.799083	18.799083	21.755053	21.755053	12.144439	12.144439	
35	18.817469	18.817469	21.938914	21.938914	12.401845	12.401845	
36	18.836249	18.836249	22.126709	22.126709	12.664759	12.664759	
37	18.855410	18.855410	22.318326	22.318326	12.933022	12.933022	
38	18.874943	18.874943	22.513649	22.513649	13.206474	13.206474	
39	18.894834	18.894834	22.712560	22.712560	13.484950	13.484950	
40	18.915072	18.915072	22.914940	22.914940	13.768281	13.768281	
41	18.935644	18.935644	23.120666	23.120666	14.056298	14.056298	
42	18.956539	18.956539	23.329615	23.329615	14.348826	14.348826	
43	18.977744	18.977744	23.541660	23.541660	14.645690	14.645690	
44	18.999245	18.999245	23.756675	23.756675	14.946710	14.946710	
45	19.021031	19.021031	23.974529	23.974529	15.251706	15.251706	
46	19.043087	19.043087	24.195091	24.195091	15.560493	15.560493	
47	19.065401	19.065401	24.418229	24.418229	15.872886	15.872886	
48	19.087959	19.087959	24.643808	24.643808	16.188697	16.188697	
49	19.110747	19.110747	24.871692	24.871692	16.507734	16.507734	
50	19.133752	19.133752	25.101744	25.101744	16.829807	16.829807	
51	19.156960	19.156960	25.333825	25.333825	17.154720	17.154720	
52	19.180357	19.180357	25.567795	25.567795	17.482279	17.482279	
53	19.203929	19.203929	25.803515	25.803515	17.812286	17.812286	
54	19.227662	19.227662	26.040840	26.040840	18.144542	18.144542	
55	19.251541	19.251541	26.279630	26.279630	18.478847	18.478847	
56	19.275552	19.275552	26.519739	26.519739	18.815000	18.815000	
57	19.299680	19.299680	26.761023	26.761023	19.152798	19.152798	
58	19.323912	19.323912	27.003337	27.003337	19.492038	19.492038	
59	19.348231	19.348231	27.246535	27.246535	19.832515	19.832515	
60	19.372625	19.372625	27.490471	27.490471	20.174025	20.174025	
61	19.397078	19.397078	27.734996	27.734996	20.516361	20.516361	
62	19.421574	19.421574	27.979965	27.979965	20.859317	20.859317	
63	19.446101	19.446101	28.225230	28.225230	21.202687	21.202687	
64	19.470642	19.470642	28.470642	28.470642	21.546265	21.546265	
65	19.495183	19.495183	28.716054	28.716054	21.889842	21.889842	
66	19.519710	19.519710	28.961319	28.961319	22.233212	22.233212	
67	19.544207	19.544207	29.206288	29.206288	22.576169	22.576169	
68	19.568659	19.568659	29.450813	29.450813	22.918505	22.918505	
69	19.593053	19.593053	29.694749	29.694749	23.260014	23.260014	
70	19.617373	19.617373	29.937947	29.937947	23.600491	23.600491	
71	19.641604	19.641604	30.180261	30.180261	23.939731	23.939731	
72	19.665732	19.665732	30.421545	30.421545	24.277529	24.277529	
73	19.689743	19.689743	30.661654	30.661654	24.613682	24.613682	
74	19.713622	19.713622	30.900444	30.900444	24.947987	24.947987	
75	19.737355	19.737355	31.137770	31.137770	25.280243	25.280243	
76	19.760927	19.760927	31.373489	31.373489	25.610250	25.610250	
77	19.784324	19.784324	31.607459	31.607459	25.937809	25.937809	
78	19.807532	19.807532	31.839541	31.839541	26.262723	26.262723	
79	19.830537	19.830537	32.069592	32.069592	26.584795	26.584795	
80	19.853326	19.853326	32.297476	32.297476	26.903833	26.903833	
81	19.875883	19.875883	32.523055	32.523055	27.219643	27.219643	
82	19.898197	19.898197	32.746193	32.746193	27.532036	27.532036	
83	19.920253	19.920253	32.966755	32.966755	27.840823	27.840823	
84	19.942039	19.942039	33.184609	33.184609	28.145819	28.145819	
85	19.963540	19.963540	33.399624	33.399624	28.446839	28.446839	
86	19.984745	19.984745	33.611670	33.611670	28.743703	28.743703	
87	20.005640	20.005640	33.820618	33.820618	29.036231	29.036231	
88	20.026212	20.026212	34.026344	34.026344	29.324248	29.324248	
89	20.046450	20.046450	34.228724	34.228724	29.607579	29.607579	
90	20.066341	20.066341	34.427635	34.427635	29.886055	29.886055	
91	20.085874	20.085874	34.622958	34.622958	30.159507	30.159507	
92	20.105035	20.105035	34.814575	34.814575	30.427771	30.427771	
93	20.123815	20.123815	35.002371	35.002371	30.690684	30.690684	
94	20.142201	20.142201	35.186232	35.186232	30.948090	30.948090	
95	20.160183	20.160183	35.366048	35.366048	31.199832	31.199832	
96	20.177749	20.177749	35.541710	35.541710	31.445760	31.445760	
97	20.194889	20.194889	35.713113	35.713113	31.685724	31.685724	
98	20.211593	20.211593	35.880153	35.880153	31.919580	31.919580	
99	20.227851	20.227851	36.042731	36.042731	32.147188	32.147188	
