#    itr              mu            ntot            mtot            etot
       1       35.314453        4.300446        0.849145       34.217415
       2       16.218941        4.300476       -0.657392       28.547011
       3       16.597414        4.300262        0.520490       29.685690
       4       16.892121        4.299164       -0.419113       30.322080
       5       17.028936        4.300446        0.344414       30.731950
       6       17.120750        4.300415       -0.289444       30.975839
       7       17.159783        4.299042        0.245489       31.114882
       8       17.177660        4.300629       -0.212503       31.215146
       9       17.188764        4.300476        0.186076       31.306862
      10       17.192657        4.299988       -0.166169       31.341561
      11       17.204698        4.300781        0.149193       31.384853
      12       17.201667        4.299500       -0.133637       31.391277
      13       17.202404        4.300079        0.123095       31.414920
      14       17.199232        4.299988       -0.111960       31.425159
      15       17.203774        4.300781        0.102609       31.463746
      16       17.200686        4.299805       -0.093965       31.455722
      17       17.197408        4.299622        0.087657       31.450804
      18       17.193928        4.300110       -0.081713       31.464494
      19       17.198142        4.300110        0.076327       31.475995
      20       17.194707        4.299683       -0.071764       31.470540
      21       17.183153        4.300415        0.066415       31.491700
      22       17.178797        4.300354       -0.061512       31.492508
      23       17.174172        4.299438        0.053998       31.479897
      24       17.161365        4.299438       -0.048528       31.472729
      25       17.167505        4.299927        0.042954       31.484809
      26       17.162185        4.299683       -0.038773       31.487810
      27       17.156538        4.299988        0.034491       31.498052
      28       17.162377        4.299683       -0.032416       31.491526
      29       17.160688        4.299438        0.029493       31.485932
      30       17.154949        4.299438       -0.026030       31.483363
      31       17.158718        4.299194        0.022665       31.479874
      32       17.160748        4.300415       -0.020370       31.499303
      33       17.162903        4.299438        0.018249       31.496215
      34       17.165193        4.300659       -0.017349       31.506882
      35       17.167624        4.300659        0.015990       31.519521
      36       17.166259        4.300171       -0.015845       31.510279
