# n = 4.2 U  = 8.0 J = 2.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       33.949400        4.199951        0.332336      101.513982
       2       34.150100        4.199951        0.124329      102.150573
       3       34.158100        4.199951        0.054016      102.229929
       4       34.146900        4.199951        0.027405      102.243898
       5       34.130772        4.200317        0.013794      102.259439
       6       34.129676        4.200317        0.007446      102.270433
       7       34.130010        4.200317        0.003784      102.270677
       8       34.132510        4.200073        0.001465      102.262366
       9       34.134828        4.200317        0.000366      102.263884
      10       34.138228        4.200073       -0.000000      102.262382
      11       34.136428        4.200073        0.000000      102.255540
      12       34.136428        4.200073        0.000000      102.255540
