# n = 0.8 U  = 15.0 J = 3.750 k = 128.0
#    itr              mu            ntot            mtot            etot
       1        0.577318        0.800293        0.134094       -1.993785
       2        0.497860        0.800293        0.104065       -1.914723
       3        0.522767        0.800293        0.084778       -1.897285
       4        0.535701        0.800293        0.071106       -1.882896
       5        0.550618        0.800293        0.058655       -1.875549
       6        0.569125        0.800171        0.046875       -1.869485
       7        0.565825        0.799927        0.036987       -1.866021
       8        0.563770        0.800171        0.028076       -1.865326
       9        0.569870        0.799927        0.022339       -1.860461
      10        0.571870        0.799927        0.017212       -1.861816
      11        0.573870        0.799927        0.014526       -1.861305
      12        0.575670        0.799927        0.011597       -1.860977
      13        0.574055        0.800171        0.009277       -1.860561
      14        0.579073        0.800171        0.008301       -1.857962
      15        0.579873        0.799927        0.006958       -1.858054
      16        0.572873        0.799927        0.005981       -1.860380
      17        0.576373        0.799927        0.005005       -1.860330
      18        0.573673        0.799927        0.003784       -1.860290
      19        0.573973        0.799927        0.002808       -1.860254
      20        0.576273        0.799927        0.002319       -1.860232
      21        0.574873        0.799927        0.001831       -1.860224
      22        0.573873        0.799927        0.001831       -1.860215
      23        0.573873        0.799927        0.001831       -1.860215
