#    itr              mu            ntot            mtot            etot
       1       -2.691650        2.699585        1.347808      -35.459299
       2        7.960121        2.699402       -1.038418       -4.197627
       3        8.102016        2.700989        0.682586       -0.605297
       4        8.336546        2.700500       -0.418589        2.102681
       5        8.497211        2.699188        0.251022        3.327992
       6        8.573470        2.700531       -0.149699        3.802639
       7        8.601510        2.699982        0.088699        3.982108
       8        8.625932        2.699677       -0.053099        4.035604
       9        8.594068        2.699341        0.030518        4.051349
      10        8.602655        2.699341       -0.018799        4.056131
      11        8.612383        2.700714        0.012070        4.071860
      12        8.601101        2.700073       -0.007950        4.078584
      13        8.603199        2.699646        0.006256        4.069619
      14        8.598149        2.700073       -0.005203        4.069409
      15        8.603568        2.700256        0.003662        4.074680
      16        8.613416        2.700989       -0.003113        4.082638
