#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-7.545044	-7.545044	-7.545044	-7.545044	-17.902527	-17.902527	
1	-7.544743	-7.544743	-7.542032	-7.542032	-17.898310	-17.898310	
2	-7.543839	-7.543839	-7.532999	-7.532999	-17.885663	-17.885663	
3	-7.542334	-7.542334	-7.517949	-7.517949	-17.864593	-17.864593	
4	-7.540229	-7.540229	-7.496891	-7.496891	-17.835113	-17.835113	
5	-7.537523	-7.537523	-7.469839	-7.469839	-17.797240	-17.797240	
6	-7.534220	-7.534220	-7.436809	-7.436809	-17.750998	-17.750998	
7	-7.530322	-7.530322	-7.397820	-7.397820	-17.696414	-17.696414	
8	-7.525829	-7.525829	-7.352897	-7.352897	-17.633521	-17.633521	
9	-7.520746	-7.520746	-7.302065	-7.302065	-17.562357	-17.562357	
10	-7.515075	-7.515075	-7.245356	-7.245356	-17.482964	-17.482964	
11	-7.508820	-7.508820	-7.182805	-7.182805	-17.395392	-17.395392	
12	-7.501984	-7.501984	-7.114447	-7.114447	-17.299692	-17.299692	
13	-7.494572	-7.494572	-7.040326	-7.040326	-17.195921	-17.195921	
14	-7.486588	-7.486588	-6.960485	-6.960485	-17.084144	-17.084144	
15	-7.478037	-7.478037	-6.874972	-6.874972	-16.964426	-16.964426	
16	-7.468923	-7.468923	-6.783839	-6.783839	-16.836840	-16.836840	
17	-7.459254	-7.459254	-6.687142	-6.687142	-16.701463	-16.701463	
18	-7.449033	-7.449033	-6.584937	-6.584937	-16.558377	-16.558377	
19	-7.438268	-7.438268	-6.477287	-6.477287	-16.407667	-16.407667	
20	-7.426965	-7.426965	-6.364257	-6.364257	-16.249425	-16.249425	
21	-7.415131	-7.415131	-6.245914	-6.245914	-16.083745	-16.083745	
22	-7.402773	-7.402773	-6.122330	-6.122330	-15.910727	-15.910727	
23	-7.389898	-7.389898	-5.993580	-5.993580	-15.730477	-15.730477	
24	-7.376514	-7.376514	-5.859740	-5.859740	-15.543101	-15.543101	
25	-7.362629	-7.362629	-5.720892	-5.720892	-15.348714	-15.348714	
26	-7.348251	-7.348251	-5.577119	-5.577119	-15.147432	-15.147432	
