#    itr              mu            ntot            mtot            etot
       1       -3.752000        2.799194        2.799194      -40.113622
       2        9.758000        2.799438       -1.558838        3.885681
       3       10.377000        2.799927        0.765625        7.584260
       4       10.593000        2.799194       -0.368896        8.781642
       5       10.621000        2.799438        0.176270        9.062994
       6       10.642000        2.799438       -0.082520        9.132592
       7       10.658000        2.799438        0.041016        9.148065
       8       10.656000        2.799194       -0.022217        9.148456
       9       10.652000        2.799438        0.009277        9.149273
      10       10.657000        2.799194       -0.003662        9.149839
      11       10.656000        2.799438        0.000977        9.150245
      12       10.655000        2.799438        0.000000        9.152772
      13       10.653000        2.799438        0.000000        9.152892
      14       10.653000        2.799438        0.000000        9.152892
