#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-11.216606	19.882784	-11.216605	19.882797	-22.131653	8.965149	11.272635	42.372024	11.272636	42.372039	10.206360	41.303162	
1	-11.216310	19.883078	-11.213660	19.885743	-22.127462	8.969340	11.269690	42.369093	11.272341	42.371729	10.205783	41.302585	
2	-11.215427	19.883962	-11.204823	19.894580	-22.114890	8.981911	11.260853	42.360256	11.271457	42.370846	10.204052	41.300854	
3	-11.213954	19.885434	-11.190102	19.909301	-22.093946	9.002855	11.246132	42.345535	11.269985	42.369373	10.201168	41.297970	
4	-11.211895	19.887494	-11.169505	19.929898	-22.064643	9.032159	11.225536	42.324939	11.267925	42.367313	10.197133	41.293935	
5	-11.209248	19.890140	-11.143048	19.956354	-22.026998	9.069804	11.199079	42.298482	11.265279	42.364667	10.191950	41.288752	
6	-11.206017	19.893371	-11.110748	19.988654	-21.981034	9.115768	11.166779	42.266182	11.262047	42.361436	10.185623	41.282425	
7	-11.202203	19.897185	-11.072627	20.026776	-21.926780	9.170022	11.128658	42.228060	11.258234	42.357622	10.178156	41.274957	
8	-11.197809	19.901580	-11.028711	20.070692	-21.864269	9.232533	11.084741	42.184144	11.253839	42.353228	10.169553	41.266355	
9	-11.192837	19.906552	-10.979029	20.120374	-21.793539	9.303262	11.035059	42.134462	11.248867	42.348256	10.159821	41.256623	
10	-11.187290	19.912099	-10.923615	20.175788	-21.714634	9.382168	10.979645	42.079048	11.243320	42.342709	10.148966	41.245768	
11	-11.181172	19.918217	-10.862506	20.236897	-21.627602	9.469200	10.918537	42.017940	11.237202	42.336591	10.136996	41.233798	
12	-11.174486	19.924903	-10.795746	20.303657	-21.532496	9.564305	10.851776	41.951179	11.230516	42.329905	10.123919	41.220721	
13	-11.167236	19.932153	-10.723378	20.376025	-21.429376	9.667426	10.779408	41.878811	11.223266	42.322655	10.109744	41.206546	
14	-11.159427	19.939961	-10.645452	20.453950	-21.318303	9.778499	10.701483	41.800886	11.215458	42.314846	10.094481	41.191283	
15	-11.151064	19.948324	-10.562024	20.537379	-21.199347	9.897455	10.618054	41.717457	11.207094	42.306483	10.078140	41.174942	
16	-11.142152	19.957237	-10.473148	20.626254	-21.072579	10.024222	10.529179	41.628582	11.198182	42.297571	10.060732	41.157534	
17	-11.132695	19.966693	-10.378889	20.720514	-20.938080	10.158722	10.434919	41.534322	11.188726	42.288114	10.042270	41.139071	
18	-11.122701	19.976688	-10.279310	20.820093	-20.795930	10.300872	10.335341	41.434743	11.178731	42.278120	10.022765	41.119567	
19	-11.112174	19.987214	-10.174483	20.924920	-20.646217	10.450585	10.230513	41.329916	11.168204	42.267593	10.002232	41.099034	
20	-11.101122	19.998267	-10.064479	21.034924	-20.489034	10.607768	10.120510	41.219912	11.157152	42.256541	9.980685	41.077487	
21	-11.089551	20.009838	-9.949379	21.150024	-20.324476	10.772326	10.005409	41.104812	11.145581	42.244970	9.958139	41.054941	
22	-11.077468	20.021921	-9.829262	21.270141	-20.152646	10.944156	9.885292	40.984695	11.133498	42.232887	9.934610	41.031411	
23	-11.064880	20.034508	-9.704217	21.395186	-19.973648	11.123153	9.760247	40.859650	11.120911	42.220299	9.910113	41.006914	
24	-11.051796	20.047593	-9.574332	21.525071	-19.787594	11.309207	9.630362	40.729765	11.107826	42.207215	9.884666	40.981468	
25	-11.038223	20.061166	-9.439703	21.659699	-19.594598	11.502204	9.495734	40.595137	11.094253	42.193642	9.858287	40.955089	
26	-11.024169	20.075220	-9.300430	21.798973	-19.394778	11.702024	9.356460	40.455863	11.080199	42.179588	9.830995	40.927797	
27	-11.009643	20.089745	-9.156616	21.942787	-19.188258	11.908543	9.212646	40.312049	11.065673	42.165062	9.802808	40.899610	
28	-10.994654	20.104735	-9.008369	22.091034	-18.975166	12.121636	9.064399	40.163802	11.050684	42.150073	9.773747	40.870549	
29	-10.979211	20.120178	-8.855802	22.243601	-18.755632	12.341169	8.911832	40.011235	11.035241	42.134630	9.743833	40.840635	
30	-10.963323	20.136066	-8.699034	22.400369	-18.529793	12.567008	8.755064	39.854467	11.019353	42.118742	9.713087	40.809889	
31	-10.947000	20.152389	-8.538188	22.561215	-18.297788	12.799013	8.594218	39.693621	11.003030	42.102419	9.681530	40.778332	
32	-10.930252	20.169137	-8.373392	22.726011	-18.059761	13.037041	8.429422	39.528825	10.986282	42.085671	9.649187	40.745988	
33	-10.913089	20.186300	-8.204781	22.894622	-17.815859	13.280943	8.260811	39.360214	10.969119	42.068508	9.616079	40.712881	
34	-10.895521	20.203867	-8.032495	23.066908	-17.566232	13.530570	8.088526	39.187928	10.951552	42.050940	9.582232	40.679034	
35	-10.877560	20.221828	-7.856681	23.242721	-17.311037	13.785765	7.912712	39.012115	10.933590	42.032979	9.547670	40.644471	
36	-10.859216	20.240173	-7.677493	23.421910	-17.050430	14.046371	7.733523	38.832926	10.915246	42.014635	9.512418	40.609220	
37	-10.840500	20.258889	-7.495091	23.604312	-16.784575	14.312227	7.551122	38.650524	10.896530	41.995919	9.476503	40.573305	
38	-10.821424	20.277965	-7.309645	23.789758	-16.513636	14.583166	7.365675	38.465078	10.877454	41.976843	9.439951	40.536753	
39	-10.801999	20.297390	-7.121333	23.978070	-16.237782	14.859019	7.177363	38.276766	10.858029	41.957418	9.402791	40.499593	
40	-10.782237	20.317152	-6.930342	24.169060	-15.957185	15.139616	6.986373	38.085776	10.838267	41.937656	9.365050	40.461851	
41	-10.762150	20.337239	-6.736873	24.362530	-15.672021	15.424781	6.792903	37.892306	10.818180	41.917569	9.326756	40.423558	
42	-10.741750	20.357639	-6.541134	24.558269	-15.382466	15.714336	6.597165	37.696568	10.797780	41.897169	9.287940	40.384742	
43	-10.721050	20.378339	-6.343353	24.756050	-15.088703	16.008099	6.399383	37.498786	10.777080	41.876469	9.248631	40.345433	
44	-10.700062	20.399327	-6.143770	24.955633	-14.790915	16.305887	6.199800	37.299203	10.756092	41.855481	9.208861	40.305663	
45	-10.678799	20.420590	-5.942644	25.156759	-14.489289	16.607512	5.998674	37.098077	10.734829	41.834217	9.168660	40.265462	
46	-10.657273	20.442115	-5.740255	25.359148	-14.184016	16.912786	5.796286	36.895689	10.713303	41.812692	9.128062	40.224864	
47	-10.635499	20.463890	-5.536909	25.562493	-13.875287	17.221515	5.592940	36.692343	10.691529	41.790918	9.087098	40.183900	
48	-10.613488	20.485900	-5.332940	25.766463	-13.563297	17.533505	5.388970	36.488373	10.669519	41.768907	9.045802	40.142604	
49	-10.591255	20.508133	-5.128714	25.970689	-13.248243	17.848559	5.184744	36.284147	10.647286	41.746674	9.004209	40.101011	
50	-10.568813	20.530575	-4.924639	26.174764	-12.930325	18.166477	4.980669	36.080072	10.624844	41.724232	8.962354	40.059155	
51	-10.546176	20.553213	-4.721171	26.378232	-12.609745	18.487057	4.777201	35.876604	10.602206	41.701595	8.920271	40.017073	
52	-10.523356	20.576032	-4.518821	26.580582	-12.286707	18.810095	4.574851	35.674254	10.579387	41.678775	8.877998	39.974800	
53	-10.500369	20.599020	-4.318171	26.781232	-11.961418	19.135384	4.374201	35.473604	10.556399	41.655788	8.835572	39.932374	
54	-10.477228	20.622161	-4.119882	26.979521	-11.634085	19.462717	4.175912	35.275315	10.533258	41.632647	8.793030	39.889832	
55	-10.453946	20.645442	-3.924714	27.174689	-11.304920	19.791882	3.980744	35.080147	10.509976	41.609365	8.750412	39.847213	
56	-10.430539	20.668850	-3.733545	27.365858	-10.974133	20.122669	3.789576	34.888978	10.486569	41.585958	8.707756	39.804558	
57	-10.407019	20.692369	-3.547393	27.552010	-10.641940	20.454862	3.603423	34.702826	10.463050	41.562438	8.665104	39.761906	
58	-10.383403	20.715986	-3.367438	27.731965	-10.308556	20.788246	3.423468	34.522871	10.439433	41.538822	8.622497	39.719299	
59	-10.359703	20.739686	-3.195051	27.904351	-9.974197	21.122604	3.251082	34.350485	10.415733	41.515122	8.579976	39.676778	
60	-10.335934	20.763455	-3.031819	28.067584	-9.639085	21.457717	3.087849	34.187252	10.391964	41.491352	8.537586	39.634388	
61	-10.312110	20.787279	-2.879557	28.219846	-9.303438	21.793364	2.935587	34.034990	10.368140	41.467529	8.495370	39.592172	
62	-10.288246	20.811143	-2.740310	28.359093	-8.967479	22.129323	2.796340	33.895743	10.344276	41.443665	8.453374	39.550176	
63	-10.264356	20.835032	-2.616330	28.483073	-8.631431	22.465371	2.672360	33.771763	10.320387	41.419775	8.411643	39.508445	
64	-10.240455	20.858933	-2.509997	28.589406	-8.295520	22.801282	2.566028	33.665430	10.296485	41.395874	8.370227	39.467028	
65	-10.216557	20.882832	-2.423701	28.675702	-7.959971	23.136831	2.479731	33.579134	10.272587	41.371976	8.329172	39.425974	
66	-10.192676	20.906712	-2.359644	28.739759	-7.625011	23.471790	2.415674	33.515077	10.248707	41.348095	8.288530	39.385332	
67	-10.168828	20.930561	-2.319620	28.779783	-7.290871	23.805931	2.375650	33.475053	10.224858	41.324247	8.248352	39.345154	
68	-10.145025	20.954364	-2.304773	28.794630	-6.957779	24.139023	2.360803	33.460206	10.201055	41.300444	8.208691	39.305493	
69	-10.121283	20.978106	2.371459	33.470862	-6.625967	24.470835	-2.315429	28.783974	10.177313	41.276702	8.169602	39.266403	
70	-10.097616	21.001773	2.407066	33.506468	-6.295667	24.801135	-2.351035	28.748368	10.153646	41.253035	8.131139	39.227941	
71	-10.074038	21.025351	2.466266	33.565669	-5.967113	25.129689	-2.410235	28.689167	10.130068	41.229457	8.093363	39.190164	
72	-10.050563	21.048826	2.547087	33.646490	-5.640540	25.456262	-2.491057	28.608346	10.106593	41.205982	8.056331	39.153133	
73	-10.027206	21.072183	2.647179	33.746582	-5.316184	25.780618	-2.591148	28.508254	10.083236	41.182624	8.020106	39.116908	
74	-10.003980	21.095409	2.764041	33.863444	-4.994283	26.102519	-2.708011	28.391392	10.060010	41.159398	7.984752	39.081553	
75	-9.980899	21.118490	2.895213	33.994615	-4.675074	26.421728	-2.839182	28.260221	10.036929	41.136318	7.950334	39.047135	
76	-9.957978	21.141411	3.038386	34.137789	-4.358797	26.738005	-2.982356	28.117047	10.014008	41.113397	7.916920	39.013722	
77	-9.935229	21.164159	3.191478	34.290881	-4.045694	27.051108	-3.135447	27.963955	9.991260	41.090648	7.884582	38.981384	
78	-9.912668	21.186721	3.352649	34.452051	-3.736007	27.360795	-3.296618	27.802785	9.968698	41.068087	7.853392	38.950194	
79	-9.890307	21.209082	3.520299	34.619702	-3.429978	27.666823	-3.464269	27.635134	9.946337	41.045725	7.823426	38.920227	
80	-9.868159	21.231230	3.693053	34.792455	-3.127853	27.968948	-3.637022	27.462381	9.924189	41.023578	7.794762	38.891563	
81	-9.846238	21.253151	3.869725	34.969128	-2.829878	28.266924	-3.813695	27.285708	9.902268	41.001657	7.767481	38.864282	
82	-9.824557	21.274831	4.049301	35.148704	-2.536298	28.560504	-3.993271	27.106132	9.880588	40.979976	7.741666	38.838468	
83	-9.803130	21.296259	4.230909	35.330312	-2.247362	28.849439	-4.174879	26.924524	9.859160	40.958548	7.717405	38.814207	
84	-9.781968	21.317421	4.413795	35.513197	-1.963318	29.133483	-4.357764	26.741639	9.837998	40.937387	7.694786	38.791588	
85	-9.761084	21.338304	4.597305	35.696707	-1.684415	29.412386	-4.541274	26.558129	9.817115	40.916503	7.673901	38.770702	
86	-9.740492	21.358897	4.780869	35.880271	-1.410902	29.685900	-4.724838	26.374565	9.796522	40.895911	7.654842	38.751644	
87	-9.720203	21.379186	4.963985	36.063388	-1.143027	29.953775	-4.907955	26.191448	9.776233	40.875622	7.637706	38.734507	
