#    itr              mu            ntot            mtot            etot
       1      -18.733887        1.499390        0.749433      -40.017494
       2       -0.838305        1.500610       -0.581299      -11.139328
       3       -1.034046        1.499756        0.449646       -9.985255
       4       -1.287170        1.500153       -0.349991       -9.267739
       5       -1.563495        1.500854        0.268188       -8.839623
       6       -1.752389        1.500122       -0.202393       -8.570126
       7       -1.849262        1.500610        0.150635       -8.415221
       8       -1.914348        1.499878       -0.110718       -8.317880
       9       -1.929617        1.499634        0.081055       -8.268386
      10       -1.968336        1.499878       -0.059692       -8.241014
      11       -1.959566        1.500366        0.043823       -8.225426
      12       -1.988458        1.499390       -0.031616       -8.212822
      13       -1.972849        1.499390        0.022583       -8.213039
      14       -1.985770        1.499634       -0.016602       -8.211166
      15       -1.976907        1.499634        0.011719       -8.208731
      16       -1.976852        1.500854       -0.009644       -8.210444
      17       -1.976816        1.500854        0.007446       -8.204069
      18       -1.973885        1.500610       -0.004639       -8.203459
      19       -1.974845        1.499390        0.002563       -8.202066
      20       -1.975483        1.500427       -0.001068       -8.209993
      21       -1.975907        1.499634        0.000488       -8.203407
