#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-4.696320	-4.697418	-4.696320	-4.697418	-15.860107	-15.861572	17.303680	17.302582	17.303680	17.302582	16.139893	16.138428	
1	-4.696018	-4.697117	-4.693308	-4.694406	-15.855891	-15.857356	17.300669	17.299570	17.303379	17.302281	16.139290	16.137825	
2	-4.695115	-4.696214	-4.684274	-4.685373	-15.843244	-15.844709	17.291635	17.290536	17.302476	17.301377	16.137483	16.136019	
3	-4.693610	-4.694709	-4.669224	-4.670323	-15.822174	-15.823639	17.276585	17.275486	17.300971	17.299872	16.134473	16.133009	
4	-4.691504	-4.692603	-4.648167	-4.649265	-15.792694	-15.794158	17.255528	17.254429	17.298865	17.297767	16.130262	16.128797	
5	-4.688799	-4.689898	-4.621115	-4.622214	-15.754821	-15.756286	17.228476	17.227377	17.296160	17.295061	16.124852	16.123387	
6	-4.685496	-4.686595	-4.588085	-4.589183	-15.708579	-15.710043	17.195446	17.194347	17.292857	17.291758	16.118246	16.116781	
7	-4.681597	-4.682696	-4.549096	-4.550195	-15.653994	-15.655459	17.156457	17.155358	17.288958	17.287859	16.110448	16.108983	
8	-4.677105	-4.678203	-4.504172	-4.505271	-15.591101	-15.592566	17.111533	17.110435	17.284466	17.283367	16.101463	16.099998	
9	-4.672022	-4.673120	-4.453341	-4.454440	-15.519937	-15.521402	17.060702	17.059603	17.279383	17.278284	16.091297	16.089832	
10	-4.666351	-4.667449	-4.396632	-4.397731	-15.440545	-15.442010	17.003993	17.002894	17.273712	17.272613	16.079955	16.078490	
11	-4.660096	-4.661194	-4.334080	-4.335179	-15.352972	-15.354437	16.941441	16.940342	17.267456	17.266358	16.067445	16.065980	
12	-4.653260	-4.654359	-4.265723	-4.266822	-15.257272	-15.258737	16.873084	16.871985	17.260621	17.259522	16.053773	16.052308	
13	-4.645848	-4.646946	-4.191601	-4.192700	-15.153502	-15.154967	16.798962	16.797864	17.253209	17.252110	16.038949	16.037484	
14	-4.637864	-4.638962	-4.111760	-4.112859	-15.041724	-15.043189	16.719121	16.718022	17.245224	17.244126	16.022981	16.021516	
15	-4.629312	-4.630411	-4.026248	-4.027346	-14.922007	-14.923471	16.633608	16.632510	17.236673	17.235575	16.005878	16.004413	
16	-4.620199	-4.621298	-3.935115	-3.936214	-14.794421	-14.795886	16.542476	16.541377	17.227560	17.226461	15.987652	15.986187	
17	-4.610529	-4.611628	-3.838417	-3.839516	-14.659044	-14.660509	16.445778	16.444679	17.217890	17.216792	15.968312	15.966847	
18	-4.600309	-4.601408	-3.736213	-3.737311	-14.515958	-14.517422	16.343573	16.342475	17.207670	17.206571	15.947871	15.946406	
19	-4.589544	-4.590643	-3.628563	-3.629661	-14.365248	-14.366712	16.235923	16.234825	17.196905	17.195806	15.926341	15.924876	
20	-4.578241	-4.579339	-3.515532	-3.516631	-14.207005	-14.208470	16.122893	16.121794	17.185602	17.184503	15.903735	15.902270	
21	-4.566407	-4.567505	-3.397189	-3.398288	-14.041325	-14.042790	16.004550	16.003452	17.173767	17.172669	15.880067	15.878602	
22	-4.554048	-4.555147	-3.273606	-3.274704	-13.868308	-13.869773	15.880967	15.879868	17.161409	17.160310	15.855350	15.853885	
23	-4.541173	-4.542272	-3.144855	-3.145954	-13.688057	-13.689522	15.752216	15.751117	17.148534	17.147435	15.829600	15.828135	
24	-4.527789	-4.528888	-3.011016	-3.012114	-13.500682	-13.502147	15.618377	15.617278	17.135150	17.134051	15.802832	15.801367	
25	-4.513904	-4.515003	-2.872168	-2.873266	-13.306295	-13.307760	15.479529	15.478430	17.121265	17.120167	15.775062	15.773597	
26	-4.499527	-4.500626	-2.728395	-2.729494	-13.105013	-13.106478	15.335756	15.334657	17.106888	17.105789	15.746308	15.744843	
27	-4.484666	-4.485765	-2.579784	-2.580882	-12.896957	-12.898422	15.187145	15.186046	17.092027	17.090928	15.716585	15.715121	
28	-4.469330	-4.470429	-2.426424	-2.427523	-12.682254	-12.683719	15.033785	15.032686	17.076691	17.075592	15.685913	15.684449	
29	-4.453528	-4.454627	-2.268408	-2.269507	-12.461031	-12.462496	14.875769	14.874670	17.060889	17.059791	15.654310	15.652845	
30	-4.437271	-4.438369	-2.105831	-2.106929	-12.233423	-12.234888	14.713192	14.712093	17.044632	17.043533	15.621795	15.620330	
31	-4.420567	-4.421665	-1.938790	-1.939889	-11.999567	-12.001031	14.546151	14.545053	17.027928	17.026829	15.588387	15.586922	
32	-4.403426	-4.404525	-1.767387	-1.768486	-11.759602	-11.761067	14.374748	14.373650	17.010787	17.009689	15.554106	15.552641	
33	-4.385860	-4.386959	-1.591725	-1.592824	-11.513675	-11.515140	14.199086	14.197987	16.993221	16.992122	15.518974	15.517509	
34	-4.367879	-4.368977	-1.411909	-1.413008	-11.261933	-11.263398	14.019270	14.018171	16.975239	16.974141	15.483010	15.481546	
35	-4.349492	-4.350591	-1.228048	-1.229147	-11.004527	-11.005992	13.835409	13.834310	16.956853	16.955755	15.446238	15.444773	
36	-4.330713	-4.331811	-1.040252	-1.041351	-10.741613	-10.743078	13.647613	13.646515	16.938074	16.936975	15.408679	15.407214	
37	-4.311551	-4.312650	-0.848635	-0.849734	-10.473350	-10.474815	13.455996	13.454898	16.918912	16.917813	15.370356	15.368891	
38	-4.292019	-4.293118	-0.653313	-0.654411	-10.199898	-10.201363	13.260673	13.259575	16.899380	16.898281	15.331291	15.329826	
39	-4.272128	-4.273226	-0.454401	-0.455500	-9.921422	-9.922887	13.061762	13.060664	16.879489	16.878390	15.291509	15.290044	
40	-4.251890	-4.252988	-0.252022	-0.253121	-9.638091	-9.639556	12.859383	12.858284	16.859251	16.858152	15.251033	15.249568	
41	-4.231317	-4.232416	-0.046296	-0.047394	-9.350074	-9.351539	12.653657	12.652558	16.838678	16.837579	15.209888	15.208423	
42	-4.210422	-4.211521	0.162653	0.161554	-9.057546	-9.059011	12.444708	12.443609	16.817783	16.816685	15.168098	15.166633	
43	-4.189218	-4.190316	0.374698	0.373600	-8.760682	-8.762147	12.232662	12.231564	16.796579	16.795480	15.125689	15.124224	
44	-4.167716	-4.168815	0.589713	0.588614	-8.459662	-8.461127	12.017648	12.016549	16.775077	16.773979	15.082686	15.081221	
45	-4.145931	-4.147030	0.807567	0.806468	-8.154666	-8.156131	11.799794	11.798695	16.753292	16.752193	15.039115	15.037650	
46	-4.123875	-4.124973	1.028129	1.027031	-7.845879	-7.847344	11.579231	11.578133	16.731236	16.730137	14.995003	14.993538	
47	-4.101561	-4.102660	1.251267	1.250169	-7.533486	-7.534951	11.356094	11.354995	16.708922	16.707823	14.950375	14.948910	
48	-4.079003	-4.080102	1.476846	1.475747	-7.217675	-7.219140	11.130515	11.129416	16.686364	16.685265	14.905259	14.903795	
49	-4.056215	-4.057313	1.704730	1.703631	-6.898638	-6.900103	10.902631	10.901532	16.663575	16.662477	14.859683	14.858218	
50	-4.033209	-4.034308	1.934782	1.933683	-6.576565	-6.578030	10.672579	10.671480	16.640570	16.639472	14.813672	14.812207	
51	-4.010001	-4.011100	2.166863	2.165764	-6.251652	-6.253117	10.440498	10.439399	16.617362	16.616264	14.767256	14.765791	
52	-3.986604	-3.987703	2.400834	2.399735	-5.924093	-5.925558	10.206527	10.205429	16.593965	16.592866	14.720462	14.718997	
53	-3.963032	-3.964131	2.636553	2.635454	-5.594086	-5.595551	9.970808	9.969709	16.570393	16.569295	14.673318	14.671853	
54	-3.939300	-3.940398	2.873879	2.872780	-5.261830	-5.263295	9.733482	9.732384	16.546661	16.545562	14.625853	14.624388	
55	-3.915421	-3.916519	3.112668	3.111569	-4.927525	-4.928990	9.494693	9.493594	16.522782	16.521683	14.578095	14.576630	
56	-3.891410	-3.892509	3.352777	3.351679	-4.591372	-4.592837	9.254584	9.253485	16.498771	16.497672	14.530073	14.528608	
57	-3.867281	-3.868380	3.594062	3.592963	-4.253574	-4.255039	9.013299	9.012201	16.474642	16.473544	14.481816	14.480352	
58	-3.843050	-3.844149	3.836376	3.835277	-3.914334	-3.915799	8.770985	8.769887	16.450411	16.449312	14.433354	14.431889	
59	-3.818730	-3.819829	4.079574	4.078475	-3.573857	-3.575322	8.527787	8.526689	16.426091	16.424992	14.384714	14.383249	
60	-3.794337	-3.795435	4.323509	4.322410	-3.232347	-3.233812	8.283852	8.282753	16.401698	16.400599	14.335927	14.334462	
61	-3.769884	-3.770983	4.568035	4.566936	-2.890011	-2.891476	8.039326	8.038227	16.377245	16.376146	14.287022	14.285557	
62	-3.745387	-3.746486	4.813004	4.811905	-2.547055	-2.548520	7.794357	7.793259	16.352748	16.351649	14.238028	14.236563	
63	-3.720861	-3.721959	5.058268	5.057170	-2.203685	-2.205149	7.549093	7.547994	16.328222	16.327123	14.188975	14.187510	
64	-3.696320	-3.697418	5.303680	5.302582	-1.860107	-1.861572	7.303680	7.302582	16.303680	16.302582	14.139893	14.138428	
65	-3.671778	-3.672877	5.549093	5.547994	-1.516530	-1.517995	7.058268	7.057170	16.279139	16.278041	14.090810	14.089345	
66	-3.647252	-3.648351	5.794357	5.793259	-1.173160	-1.174625	6.813004	6.811905	16.254613	16.253514	14.041757	14.040292	
67	-3.622755	-3.623854	6.039326	6.038227	-0.830204	-0.831668	6.568035	6.566936	16.230116	16.229017	13.992763	13.991299	
68	-3.598302	-3.599401	6.283852	6.282753	-0.487867	-0.489332	6.323509	6.322410	16.205663	16.204565	13.943858	13.942393	
69	-3.573909	-3.575008	6.527787	6.526689	-0.146358	-0.147823	6.079574	6.078475	16.181270	16.180171	13.895071	13.893606	
70	-3.549589	-3.550688	6.770985	6.769887	0.194119	0.192654	5.836376	5.835277	16.156950	16.155851	13.846432	13.844967	
71	-3.525358	-3.526456	7.013299	7.012201	0.533359	0.531894	5.594062	5.592963	16.132719	16.131620	13.797969	13.796504	
72	-3.501229	-3.502328	7.254584	7.253485	0.871157	0.869692	5.352777	5.351679	16.108590	16.107491	13.749712	13.748247	
73	-3.477218	-3.478317	7.494693	7.493594	1.207310	1.205845	5.112668	5.111569	16.084579	16.083481	13.701690	13.700225	
74	-3.453339	-3.454438	7.733482	7.732384	1.541615	1.540150	4.873879	4.872780	16.060700	16.059602	13.653932	13.652467	
75	-3.429607	-3.430705	7.970808	7.969709	1.873871	1.872406	4.636553	4.635454	16.036968	16.035869	13.606467	13.605002	
76	-3.406035	-3.407134	8.206527	8.205429	2.203878	2.202413	4.400834	4.399735	16.013396	16.012297	13.559323	13.557858	
77	-3.382638	-3.383736	8.440498	8.439399	2.531437	2.529972	4.166863	4.165764	15.989999	15.988900	13.512529	13.511064	
78	-3.359430	-3.360528	8.672579	8.671480	2.856351	2.854886	3.934782	3.933683	15.966791	15.965692	13.466113	13.464648	
79	-3.336425	-3.337523	8.902631	8.901532	3.178423	3.176958	3.704730	3.703631	15.943785	15.942687	13.420103	13.418638	
80	-3.313636	-3.314735	9.130515	9.129416	3.497461	3.495996	3.476846	3.475747	15.920997	15.919898	13.374526	13.373061	
81	-3.291078	-3.292177	9.356094	9.354995	3.813271	3.811806	3.251267	3.250169	15.898439	15.897340	13.329410	13.327945	
82	-3.268764	-3.269863	9.579231	9.578133	4.125664	4.124199	3.028129	3.027031	15.876125	15.875027	13.284782	13.283318	
83	-3.246708	-3.247807	9.799794	9.798695	4.434451	4.432986	2.807567	2.806468	15.854069	15.852970	13.240670	13.239205	
84	-3.224923	-3.226021	10.017648	10.016549	4.739447	4.737982	2.589713	2.588614	15.832284	15.831185	13.197099	13.195634	
85	-3.203421	-3.204520	10.232662	10.231564	5.040467	5.039002	2.374698	2.373600	15.810782	15.809684	13.154096	13.152631	
86	-3.182217	-3.183315	10.444708	10.443609	5.337331	5.335866	2.162653	2.161554	15.789578	15.788479	13.111687	13.110222	
87	-3.161322	-3.162421	10.653657	10.652558	5.629859	5.628394	1.953704	1.952606	15.768683	15.767584	13.069897	13.068432	
88	-3.140749	-3.141848	10.859383	10.858284	5.917876	5.916411	1.747978	1.746879	15.748110	15.747012	13.028752	13.027287	
89	-3.120511	-3.121610	11.061762	11.060664	6.201207	6.199742	1.545599	1.544500	15.727872	15.726774	12.988276	12.986811	
90	-3.100620	-3.101719	11.260673	11.259575	6.479683	6.478218	1.346687	1.345589	15.707981	15.706882	12.948494	12.947029	
91	-3.081088	-3.082187	11.455996	11.454898	6.753135	6.751670	1.151365	1.150266	15.688449	15.687350	12.909429	12.907965	
92	-3.061926	-3.063025	11.647613	11.646515	7.021399	7.019934	0.959748	0.958649	15.669287	15.668189	12.871106	12.869641	
93	-3.043147	-3.044245	11.835409	11.834310	7.284312	7.282848	0.771952	0.770853	15.650508	15.649409	12.833547	12.832082	
94	-3.024761	-3.025859	12.019270	12.018171	7.541718	7.540253	0.588091	0.586992	15.632121	15.631023	12.796775	12.795310	
95	-3.006779	-3.007878	12.199086	12.197987	7.793460	7.791995	0.408275	0.407176	15.614140	15.613041	12.760811	12.759347	
96	-2.989213	-2.990311	12.374748	12.373650	8.039388	8.037923	0.232613	0.231514	15.596574	15.595475	12.725679	12.724214	
97	-2.972072	-2.973171	12.546151	12.545053	8.279352	8.277887	0.061210	0.060111	15.579433	15.578335	12.691398	12.689934	
98	-2.955368	-2.956467	12.713192	12.712093	8.513208	8.511743	-0.105831	-0.106929	15.562729	15.561631	12.657990	12.656525	
99	-2.939111	-2.940209	12.875769	12.874670	8.740816	8.739352	-0.268408	-0.269507	15.546472	15.545373	12.625475	12.624010	
100	-2.923309	-2.924408	13.033785	13.032686	8.962039	8.960574	-0.426424	-0.427523	15.530670	15.529571	12.593872	12.592407	
101	-2.907973	-2.909072	13.187145	13.186046	9.176743	9.175278	-0.579784	-0.580882	15.515334	15.514235	12.563200	12.561735	
102	-2.893112	-2.894211	13.335756	13.334657	9.384798	9.383333	-0.728395	-0.729494	15.500473	15.499374	12.533478	12.532013	
103	-2.878735	-2.879833	13.479529	13.478430	9.586080	9.584615	-0.872168	-0.873266	15.486096	15.484997	12.504723	12.503258	
104	-2.864850	-2.865949	13.618377	13.617278	9.780467	9.779002	-1.011016	-1.012114	15.472211	15.471112	12.476953	12.475489	
105	-2.851466	-2.852565	13.752216	13.751117	9.967842	9.966378	-1.144855	-1.145954	15.458827	15.457728	12.450185	12.448721	
106	-2.838591	-2.839690	13.880967	13.879868	10.148093	10.146628	-1.273606	-1.274704	15.445952	15.444853	12.424435	12.422971	
107	-2.826233	-2.827331	14.004550	14.003452	10.321110	10.319646	-1.397189	-1.398288	15.433593	15.432495	12.399719	12.398254	
108	-2.814398	-2.815497	14.122893	14.121794	10.486790	10.485325	-1.515532	-1.516631	15.421759	15.420661	12.376050	12.374585	
109	-2.803095	-2.804194	14.235923	14.234825	10.645033	10.643568	-1.628563	-1.629661	15.410456	15.409357	12.353444	12.351979	
110	-2.792330	-2.793429	14.343573	14.342475	10.795743	10.794278	-1.736213	-1.737311	15.399691	15.398592	12.331914	12.330449	
111	-2.782110	-2.783208	14.445778	14.444679	10.938829	10.937364	-1.838417	-1.839516	15.389471	15.388372	12.311473	12.310008	
112	-2.772440	-2.773539	14.542476	14.541377	11.074206	11.072741	-1.935115	-1.936214	15.379801	15.378702	12.292134	12.290669	
113	-2.763327	-2.764425	14.633608	14.632510	11.201792	11.200327	-2.026248	-2.027346	15.370688	15.369589	12.273907	12.272442	
114	-2.754776	-2.755874	14.719121	14.718022	11.321509	11.320045	-2.111760	-2.112859	15.362136	15.361038	12.256804	12.255340	
115	-2.746791	-2.747890	14.798962	14.797864	11.433287	11.431822	-2.191601	-2.192700	15.354152	15.353054	12.240836	12.239371	
116	-2.739379	-2.740478	14.873084	14.871985	11.537057	11.535592	-2.265723	-2.266822	15.346740	15.345641	12.226012	12.224547	
117	-2.732544	-2.733642	14.941441	14.940342	11.632757	11.631293	-2.334080	-2.335179	15.339904	15.338806	12.212341	12.210876	
118	-2.726288	-2.727387	15.003993	15.002894	11.720330	11.718865	-2.396632	-2.397731	15.333649	15.332551	12.199830	12.198365	
119	-2.720617	-2.721716	15.060702	15.059603	11.799722	11.798257	-2.453341	-2.454440	15.327978	15.326880	12.188488	12.187024	
120	-2.715534	-2.716633	15.111533	15.110435	11.870886	11.869422	-2.504172	-2.505271	15.322895	15.321797	12.178322	12.176857	
121	-2.711042	-2.712141	15.156457	15.155358	11.933779	11.932315	-2.549096	-2.550195	15.318403	15.317304	12.169337	12.167873	
122	-2.707143	-2.708242	15.195446	15.194347	11.988364	11.986899	-2.588085	-2.589183	15.314504	15.313405	12.161540	12.160075	
123	-2.703840	-2.704939	15.228476	15.227377	12.034606	12.033141	-2.621115	-2.622214	15.311201	15.310102	12.154934	12.153469	
124	-2.701135	-2.702233	15.255528	15.254429	12.072478	12.071013	-2.648167	-2.649265	15.308496	15.307397	12.149524	12.148059	
125	-2.699029	-2.700128	15.276585	15.275486	12.101958	12.100493	-2.669224	-2.670323	15.306390	15.305291	12.145312	12.143848	
126	-2.697524	-2.698623	15.291635	15.290536	12.123027	12.121562	-2.684274	-2.685373	15.304885	15.303786	12.142303	12.140839	
127	-2.696621	-2.697719	15.300669	15.299570	12.135669	12.134204	-2.693308	-2.694406	15.303982	15.302883	12.140502	12.139037	
128	-2.696320	-2.697418	15.303680	15.302582	12.140076	12.138611	-2.696320	-2.697418	15.303680	15.302582	12.139709	12.138245	
129	-2.693308	-2.694406	15.303982	15.302883	12.140502	12.139037	-2.696621	-2.697719	15.300669	15.299570	12.135669	12.134204	
130	-2.684274	-2.685373	15.304885	15.303786	12.142303	12.140839	-2.697524	-2.698623	15.291635	15.290536	12.123027	12.121562	
131	-2.669224	-2.670323	15.306390	15.305291	12.145312	12.143848	-2.699029	-2.700128	15.276585	15.275486	12.101958	12.100493	
132	-2.648167	-2.649265	15.308496	15.307397	12.149524	12.148059	-2.701135	-2.702233	15.255528	15.254429	12.072478	12.071013	
133	-2.621115	-2.622214	15.311201	15.310102	12.154934	12.153469	-2.703840	-2.704939	15.228476	15.227377	12.034606	12.033141	
134	-2.588085	-2.589183	15.314504	15.313405	12.161540	12.160075	-2.707143	-2.708242	15.195446	15.194347	11.988364	11.986899	
135	-2.549096	-2.550195	15.318403	15.317304	12.169337	12.167873	-2.711042	-2.712141	15.156457	15.155358	11.933779	11.932315	
136	-2.504172	-2.505271	15.322895	15.321797	12.178322	12.176857	-2.715534	-2.716633	15.111533	15.110435	11.870886	11.869422	
137	-2.453341	-2.454440	15.327978	15.326880	12.188488	12.187024	-2.720617	-2.721716	15.060702	15.059603	11.799722	11.798257	
138	-2.396632	-2.397731	15.333649	15.332551	12.199830	12.198365	-2.726288	-2.727387	15.003993	15.002894	11.720330	11.718865	
139	-2.334080	-2.335179	15.339904	15.338806	12.212341	12.210876	-2.732544	-2.733642	14.941441	14.940342	11.632757	11.631293	
140	-2.265723	-2.266822	15.346740	15.345641	12.226012	12.224547	-2.739379	-2.740478	14.873084	14.871985	11.537057	11.535592	
141	-2.191601	-2.192700	15.354152	15.353054	12.240836	12.239371	-2.746791	-2.747890	14.798962	14.797864	11.433287	11.431822	
142	-2.111760	-2.112859	15.362136	15.361038	12.256804	12.255340	-2.754776	-2.755874	14.719121	14.718022	11.321509	11.320045	
143	-2.026248	-2.027346	15.370688	15.369589	12.273907	12.272442	-2.763327	-2.764425	14.633608	14.632510	11.201792	11.200327	
144	-1.935115	-1.936214	15.379801	15.378702	12.292134	12.290669	-2.772440	-2.773539	14.542476	14.541377	11.074206	11.072741	
145	-1.838417	-1.839516	15.389471	15.388372	12.311473	12.310008	-2.782110	-2.783208	14.445778	14.444679	10.938829	10.937364	
146	-1.736213	-1.737311	15.399691	15.398592	12.331914	12.330449	-2.792330	-2.793429	14.343573	14.342475	10.795743	10.794278	
147	-1.628563	-1.629661	15.410456	15.409357	12.353444	12.351979	-2.803095	-2.804194	14.235923	14.234825	10.645033	10.643568	
148	-1.515532	-1.516631	15.421759	15.420661	12.376050	12.374585	-2.814398	-2.815497	14.122893	14.121794	10.486790	10.485325	
149	-1.397189	-1.398288	15.433593	15.432495	12.399719	12.398254	-2.826233	-2.827331	14.004550	14.003452	10.321110	10.319646	
150	-1.273606	-1.274704	15.445952	15.444853	12.424435	12.422971	-2.838591	-2.839690	13.880967	13.879868	10.148093	10.146628	
151	-1.144855	-1.145954	15.458827	15.457728	12.450185	12.448721	-2.851466	-2.852565	13.752216	13.751117	9.967842	9.966378	
152	-1.011016	-1.012114	15.472211	15.471112	12.476953	12.475489	-2.864850	-2.865949	13.618377	13.617278	9.780467	9.779002	
153	-0.872168	-0.873266	15.486096	15.484997	12.504723	12.503258	-2.878735	-2.879833	13.479529	13.478430	9.586080	9.584615	
154	-0.728395	-0.729494	15.500473	15.499374	12.533478	12.532013	-2.893112	-2.894211	13.335756	13.334657	9.384798	9.383333	
155	-0.579784	-0.580882	15.515334	15.514235	12.563200	12.561735	-2.907973	-2.909072	13.187145	13.186046	9.176743	9.175278	
156	-0.426424	-0.427523	15.530670	15.529571	12.593872	12.592407	-2.923309	-2.924408	13.033785	13.032686	8.962039	8.960574	
157	-0.268408	-0.269507	15.546472	15.545373	12.625475	12.624010	-2.939111	-2.940209	12.875769	12.874670	8.740816	8.739352	
158	-0.105831	-0.106929	15.562729	15.561631	12.657990	12.656525	-2.955368	-2.956467	12.713192	12.712093	8.513208	8.511743	
159	0.061210	0.060111	15.579433	15.578335	12.691398	12.689934	-2.972072	-2.973171	12.546151	12.545053	8.279352	8.277887	
160	0.232613	0.231514	15.596574	15.595475	12.725679	12.724214	-2.989213	-2.990311	12.374748	12.373650	8.039388	8.037923	
161	0.408275	0.407176	15.614140	15.613041	12.760811	12.759347	-3.006779	-3.007878	12.199086	12.197987	7.793460	7.791995	
162	0.588091	0.586992	15.632121	15.631023	12.796775	12.795310	-3.024761	-3.025859	12.019270	12.018171	7.541718	7.540253	
163	0.771952	0.770853	15.650508	15.649409	12.833547	12.832082	-3.043147	-3.044245	11.835409	11.834310	7.284312	7.282848	
164	0.959748	0.958649	15.669287	15.668189	12.871106	12.869641	-3.061926	-3.063025	11.647613	11.646515	7.021399	7.019934	
165	1.151365	1.150266	15.688449	15.687350	12.909429	12.907965	-3.081088	-3.082187	11.455996	11.454898	6.753135	6.751670	
166	1.346687	1.345589	15.707981	15.706882	12.948494	12.947029	-3.100620	-3.101719	11.260673	11.259575	6.479683	6.478218	
167	1.545599	1.544500	15.727872	15.726774	12.988276	12.986811	-3.120511	-3.121610	11.061762	11.060664	6.201207	6.199742	
168	1.747978	1.746879	15.748110	15.747012	13.028752	13.027287	-3.140749	-3.141848	10.859383	10.858284	5.917876	5.916411	
169	1.953704	1.952606	15.768683	15.767584	13.069897	13.068432	-3.161322	-3.162421	10.653657	10.652558	5.629859	5.628394	
170	2.162653	2.161554	15.789578	15.788479	13.111687	13.110222	-3.182217	-3.183315	10.444708	10.443609	5.337331	5.335866	
171	2.374698	2.373600	15.810782	15.809684	13.154096	13.152631	-3.203421	-3.204520	10.232662	10.231564	5.040467	5.039002	
172	2.589713	2.588614	15.832284	15.831185	13.197099	13.195634	-3.224923	-3.226021	10.017648	10.016549	4.739447	4.737982	
173	2.807567	2.806468	15.854069	15.852970	13.240670	13.239205	-3.246708	-3.247807	9.799794	9.798695	4.434451	4.432986	
174	3.028129	3.027031	15.876125	15.875027	13.284782	13.283318	-3.268764	-3.269863	9.579231	9.578133	4.125664	4.124199	
175	3.251267	3.250169	15.898439	15.897340	13.329410	13.327945	-3.291078	-3.292177	9.356094	9.354995	3.813271	3.811806	
176	3.476846	3.475747	15.920997	15.919898	13.374526	13.373061	-3.313636	-3.314735	9.130515	9.129416	3.497461	3.495996	
177	3.704730	3.703631	15.943785	15.942687	13.420103	13.418638	-3.336425	-3.337523	8.902631	8.901532	3.178423	3.176958	
178	3.934782	3.933683	15.966791	15.965692	13.466113	13.464648	-3.359430	-3.360528	8.672579	8.671480	2.856351	2.854886	
179	4.166863	4.165764	15.989999	15.988900	13.512529	13.511064	-3.382638	-3.383736	8.440498	8.439399	2.531437	2.529972	
180	4.400834	4.399735	16.013396	16.012297	13.559323	13.557858	-3.406035	-3.407134	8.206527	8.205429	2.203878	2.202413	
181	4.636553	4.635454	16.036968	16.035869	13.606467	13.605002	-3.429607	-3.430705	7.970808	7.969709	1.873871	1.872406	
182	4.873879	4.872780	16.060700	16.059602	13.653932	13.652467	-3.453339	-3.454438	7.733482	7.732384	1.541615	1.540150	
183	5.112668	5.111569	16.084579	16.083481	13.701690	13.700225	-3.477218	-3.478317	7.494693	7.493594	1.207310	1.205845	
184	5.352777	5.351679	16.108590	16.107491	13.749712	13.748247	-3.501229	-3.502328	7.254584	7.253485	0.871157	0.869692	
185	5.594062	5.592963	16.132719	16.131620	13.797969	13.796504	-3.525358	-3.526456	7.013299	7.012201	0.533359	0.531894	
186	5.836376	5.835277	16.156950	16.155851	13.846432	13.844967	-3.549589	-3.550688	6.770985	6.769887	0.194119	0.192654	
187	6.079574	6.078475	16.181270	16.180171	13.895071	13.893606	-3.573909	-3.575008	6.527787	6.526689	-0.146358	-0.147823	
188	6.323509	6.322410	16.205663	16.204565	13.943858	13.942393	-3.598302	-3.599401	6.283852	6.282753	-0.487867	-0.489332	
189	6.568035	6.566936	16.230116	16.229017	13.992763	13.991299	-3.622755	-3.623854	6.039326	6.038227	-0.830204	-0.831668	
190	6.813004	6.811905	16.254613	16.253514	14.041757	14.040292	-3.647252	-3.648351	5.794357	5.793259	-1.173160	-1.174625	
191	7.058268	7.057170	16.279139	16.278041	14.090810	14.089345	-3.671778	-3.672877	5.549093	5.547994	-1.516530	-1.517995	
192	7.303680	7.302582	16.303680	16.302582	14.139893	14.138428	-3.696320	-3.697418	5.303680	5.302582	-1.860107	-1.861572	
193	7.549093	7.547994	16.328222	16.327123	14.188975	14.187510	-3.720861	-3.721959	5.058268	5.057170	-2.203685	-2.205149	
194	7.794357	7.793259	16.352748	16.351649	14.238028	14.236563	-3.745387	-3.746486	4.813004	4.811905	-2.547055	-2.548520	
195	8.039326	8.038227	16.377245	16.376146	14.287022	14.285557	-3.769884	-3.770983	4.568035	4.566936	-2.890011	-2.891476	
196	8.283852	8.282753	16.401698	16.400599	14.335927	14.334462	-3.794337	-3.795435	4.323509	4.322410	-3.232347	-3.233812	
