#    itr              mu            ntot            mtot            etot
       1       48.788000        3.299377        2.700623      -22.820255
       2       15.617000        3.299072       -2.072388       21.989152
       3       16.313000        3.299561        1.490845       25.551341
       4       16.910000        3.299072       -1.056763       27.925890
       5       17.410000        3.299438        0.725586       29.169918
       6       17.655000        3.299438       -0.492676       29.828000
       7       17.773000        3.299683        0.331299       30.143605
       8       17.832000        3.299438       -0.220215       30.287547
       9       17.854000        3.299438        0.147949       30.350866
      10       17.858000        3.299194       -0.100342       30.375293
      11       17.879000        3.299927        0.067871       30.397669
      12       17.870000        3.299438       -0.045410       30.406190
      13       17.875000        3.299438        0.026367       30.401450
      14       17.876000        3.299683       -0.018311       30.407113
      15       17.877000        3.299683        0.014404       30.411297
      16       17.876000        3.299194       -0.010986       30.402600
      17       17.865000        3.299194        0.009033       30.395405
      18       17.865000        3.299927       -0.007812       30.408302
      19       17.872000        3.299927        0.006836       30.419350
      20       17.870000        3.299438       -0.006348       30.410643
      21       17.866000        3.299438        0.006348       30.403229
      22       17.866000        3.299438       -0.006348       30.403229
