#    itr              mu            ntot            mtot            etot
       1       41.036133        5.199432        0.400041       76.787353
       2       19.612427        5.200012       -0.330587       47.924167
       3       19.566677        5.200989        0.289056       48.139802
       4       19.582042        5.200195       -0.261841       48.227313
       5       19.582370        5.199707        0.238210       48.269583
       6       19.598593        5.200928       -0.220365       48.323712
       7       19.602082        5.200195        0.204979       48.358401
       8       19.605758        5.199951       -0.192883       48.372225
       9       19.614176        5.199951        0.182620       48.390686
      10       19.613961        5.199219       -0.175249       48.388256
      11       19.606917        5.199463        0.167398       48.402091
      12       19.619940        5.200195       -0.161919       48.422077
      13       19.622308        5.199951        0.156228       48.436633
      14       19.622529        5.200195       -0.150908       48.443204
      15       19.622763        5.200195        0.146597       48.459500
      16       19.632102        5.200928       -0.144403       48.470916
      17       19.632850        5.199707        0.141858       48.460056
      18       19.633638        5.200592       -0.141043       48.470283
      19       19.634468        5.199707        0.140643       48.466227
