# n = 4.3 U  = 18.0 J = 4.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       69.720000        4.299255        0.731598      258.842541
       2       70.378000        4.299561        0.520325      260.684452
       3       70.723000        4.299316        0.387634      261.509444
       4       70.856000        4.299072        0.301819      261.884339
       5       70.911000        4.299072        0.243469      262.088040
       6       70.938000        4.299316        0.204529      262.232714
       7       70.952000        4.299316        0.176453      262.323331
       8       70.958000        4.299072        0.156555      262.354193
       9       70.967000        4.299072        0.140686      262.370574
      10       70.967000        4.299072        0.129211      262.394372
      11       70.966000        4.299561        0.118958      262.445883
      12       70.968000        4.299316        0.112000      262.472782
      13       70.967000        4.299316        0.104431      262.464965
      14       70.953000        4.299805        0.098816      262.508283
      15       70.969000        4.299805        0.093689      262.546281
      16       70.965000        4.299561        0.089417      262.534092
      17       70.958000        4.299072        0.086487      262.487939
      18       70.956000        4.299316        0.083191      262.476838
      19       70.954000        4.299316        0.079285      262.496249
      20       70.960000        4.300293        0.077332      262.569234
      21       70.967000        4.299072        0.075256      262.547201
      22       70.955000        4.300293        0.073181      262.556940
      23       70.970000        4.299561        0.070374      262.585269
      24       70.966000        4.299561        0.068909      262.540432
      25       70.956000        4.299072        0.067688      262.506862
      26       70.950000        4.299072        0.066223      262.476638
      27       70.946000        4.299072        0.064758      262.477853
      28       70.946000        4.299072        0.063782      262.479025
      29       70.944000        4.299072        0.063293      262.479574
      30       70.943000        4.299072        0.063293      262.480026
      31       70.943000        4.299072        0.063293      262.480026
