# n = 5.3 U  = 9.0 J = 2.250 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       50.024000        5.299255        0.350372      202.216691
       2       48.768000        5.300537        0.182556      203.627689
       3       48.790000        5.299316        0.104065      203.738568
       4       48.773000        5.299316        0.063049      203.716738
       5       48.774000        5.299805        0.040833      203.750521
       6       48.765000        5.299561        0.026062      203.761141
       7       48.759000        5.299927        0.015869      203.770837
       8       48.759000        5.299194        0.010864      203.749837
       9       48.755000        5.299194        0.007202      203.721206
      10       48.756000        5.299194        0.004272      203.720981
      11       48.755000        5.299683        0.002563      203.744939
      12       48.759000        5.299927        0.001221      203.776119
      13       48.763000        5.300903        0.000732      203.833595
      14       48.769000        5.299438        0.000000      203.800907
      15       48.756000        5.299438        0.000000      203.742686
      16       48.756000        5.299438        0.000000      203.742686
