#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	2.544999	11.477296	2.544999	11.477296	-8.614828	0.479654	24.583816	33.516113	24.583816	33.516113	23.417074	32.511557	
1	2.545300	11.477596	2.548005	11.480302	-8.610614	0.483869	24.580809	33.513106	24.583515	33.515812	23.416474	32.510957	
2	2.546201	11.478498	2.557023	11.489320	-8.597974	0.496508	24.571792	33.504088	24.582613	33.514910	23.414675	32.509157	
3	2.547704	11.480000	2.572047	11.504343	-8.576916	0.517566	24.556768	33.489065	24.581111	33.513408	23.411677	32.506159	
4	2.549806	11.482102	2.593066	11.525363	-8.547453	0.547030	24.535748	33.468045	24.579009	33.511306	23.407482	32.501964	
5	2.552506	11.484803	2.620070	11.552367	-8.509602	0.584881	24.508744	33.441041	24.576309	33.508605	23.402093	32.496576	
6	2.555803	11.488100	2.653041	11.585338	-8.463386	0.631097	24.475773	33.408070	24.573011	33.505308	23.395514	32.489996	
7	2.559695	11.491992	2.691960	11.624256	-8.408833	0.685649	24.436855	33.369152	24.569119	33.501416	23.387748	32.482230	
8	2.564180	11.496477	2.736802	11.669098	-8.345977	0.748506	24.392013	33.324310	24.564635	33.496932	23.378799	32.473282	
9	2.569254	11.501551	2.787540	11.719837	-8.274854	0.819629	24.341275	33.273571	24.559561	33.491858	23.368674	32.463157	
10	2.574915	11.507212	2.844144	11.776441	-8.195508	0.898974	24.284671	33.216968	24.553900	33.486197	23.357379	32.451861	
11	2.581159	11.513456	2.906579	11.838875	-8.107987	0.986496	24.222236	33.154533	24.547656	33.479953	23.344920	32.439403	
12	2.587982	11.520279	2.974806	11.907103	-8.012343	1.082139	24.154008	33.086305	24.540832	33.473129	23.331305	32.425788	
13	2.595381	11.527678	3.048786	11.981082	-7.908635	1.185847	24.080029	33.012326	24.533433	33.465730	23.316543	32.411025	
14	2.603351	11.535648	3.128471	12.060768	-7.796925	1.297558	24.000344	32.932640	24.525463	33.457760	23.300642	32.395124	
15	2.611887	11.544184	3.213814	12.146111	-7.677280	1.417203	23.915000	32.847297	24.516927	33.449224	23.283612	32.378095	
16	2.620984	11.553281	3.304764	12.237060	-7.549772	1.544710	23.824051	32.756348	24.507830	33.440127	23.265464	32.359946	
17	2.630637	11.562934	3.401263	12.333560	-7.414479	1.680004	23.727552	32.659849	24.498178	33.430475	23.246208	32.340690	
18	2.640839	11.573136	3.503254	12.435550	-7.271482	1.823001	23.625561	32.557858	24.487976	33.420272	23.225856	32.320339	
19	2.651585	11.583881	3.610674	12.542970	-7.120867	1.973616	23.518141	32.450438	24.477230	33.409527	23.204421	32.298904	
20	2.662867	11.595164	3.723457	12.655754	-6.962725	2.131757	23.405357	32.337654	24.465947	33.398244	23.181916	32.276399	
21	2.674680	11.606977	3.841535	12.773832	-6.797153	2.297330	23.287279	32.219576	24.454134	33.386431	23.158355	32.252837	
22	2.687016	11.619313	3.964836	12.897133	-6.624249	2.470234	23.163979	32.096275	24.441798	33.374095	23.133752	32.228234	
23	2.699868	11.632165	4.093283	13.025580	-6.444118	2.650365	23.035531	31.967828	24.428946	33.361243	23.108121	32.202604	
24	2.713228	11.645525	4.226799	13.159096	-6.256869	2.837614	22.902015	31.834312	24.415587	33.347884	23.081480	32.175962	
25	2.727087	11.659384	4.365301	13.297598	-6.062614	3.031868	22.763513	31.695810	24.401727	33.334024	23.053843	32.148325	
26	2.741438	11.673735	4.508705	13.441002	-5.861472	3.233010	22.620110	31.552407	24.387376	33.319673	23.025228	32.119710	
27	2.756272	11.688569	4.656922	13.589219	-5.653564	3.440919	22.471893	31.404190	24.372542	33.304839	22.995653	32.090135	
28	2.771580	11.703877	4.809861	13.742157	-5.439014	3.655468	22.318954	31.251251	24.357234	33.289531	22.965135	32.059617	
29	2.787353	11.719650	4.967427	13.899724	-5.217953	3.876529	22.161387	31.093684	24.341462	33.273759	22.933693	32.028176	
30	2.803581	11.735877	5.129525	14.061822	-4.990514	4.103968	21.999290	30.931587	24.325234	33.257531	22.901347	31.995829	
31	2.820254	11.752550	5.296053	14.228350	-4.756835	4.337647	21.832762	30.765059	24.308561	33.240858	22.868116	31.962599	
32	2.837362	11.769659	5.466908	14.399205	-4.517056	4.577426	21.661907	30.594204	24.291452	33.223749	22.834021	31.928503	
33	2.854896	11.787192	5.641984	14.574281	-4.271323	4.823159	21.486831	30.419127	24.273919	33.206216	22.799083	31.893565	
34	2.872844	11.805140	5.821173	14.753469	-4.019784	5.074699	21.307642	30.239939	24.255971	33.188268	22.763322	31.857805	
35	2.891195	11.823492	6.004361	14.936658	-3.762590	5.331893	21.124453	30.056750	24.237619	33.169916	22.726762	31.821244	
36	2.909940	11.842236	6.191436	15.123732	-3.499897	5.594585	20.937379	29.869676	24.218875	33.151172	22.689424	31.783906	
37	2.929065	11.861362	6.382278	15.314575	-3.231865	5.862618	20.746537	29.678834	24.199750	33.132046	22.651332	31.745814	
38	2.948560	11.880857	6.576767	15.509064	-2.958654	6.135828	20.552047	29.484344	24.180254	33.112551	22.612509	31.706991	
39	2.968414	11.900710	6.774780	15.707077	-2.680430	6.414052	20.354034	29.286331	24.160401	33.092698	22.572978	31.667461	
40	2.988613	11.920910	6.976191	15.908488	-2.397362	6.697121	20.152624	29.084920	24.140202	33.072498	22.532765	31.627248	
41	3.009146	11.941443	7.180869	16.113166	-2.109620	6.984863	19.947946	28.880242	24.119668	33.051965	22.491894	31.586377	
42	3.030001	11.962298	7.388682	16.320979	-1.817378	7.277105	19.740132	28.672429	24.098814	33.031111	22.450391	31.544873	
43	3.051165	11.983461	7.599494	16.531791	-1.520812	7.573670	19.529320	28.461617	24.077650	33.009947	22.408280	31.502763	
44	3.072624	12.004921	7.813165	16.745462	-1.220104	7.874379	19.315649	28.247946	24.056190	32.988487	22.365589	31.460071	
45	3.094367	12.026664	8.029552	16.961849	-0.915433	8.179049	19.099263	28.031559	24.034447	32.966744	22.322343	31.416826	
46	3.116380	12.048677	8.248507	17.180803	-0.606985	8.487497	18.880308	27.812605	24.012434	32.944731	22.278570	31.373052	
47	3.138650	12.070947	8.469877	17.402174	-0.294946	8.799536	18.658938	27.591235	23.990164	32.922461	22.234296	31.328779	
48	3.161164	12.093461	8.693505	17.625802	0.020495	9.114977	18.435310	27.367607	23.967651	32.899948	22.189550	31.284032	
49	3.183907	12.116204	8.919226	17.851523	0.339147	9.433629	18.209588	27.141885	23.944908	32.877204	22.144359	31.238841	
50	3.206866	12.139163	9.146870	18.079167	0.660817	9.755299	17.981945	26.914241	23.921948	32.854245	22.098751	31.193233	
51	3.230028	12.162325	9.376255	18.308552	0.985310	10.079792	17.752560	26.684856	23.898787	32.831083	22.052755	31.147238	
52	3.253378	12.185675	9.607189	18.539486	1.312430	10.406912	17.521625	26.453922	23.875436	32.807733	22.006400	31.100883	
53	3.276903	12.209199	9.839466	18.771763	1.641978	10.736461	17.289348	26.221645	23.851912	32.784209	21.959715	31.054197	
54	3.300587	12.232884	10.072860	19.005157	1.973755	11.068237	17.055955	25.988251	23.828228	32.760524	21.912729	31.007211	
55	3.324418	12.256714	10.307120	19.239417	2.307559	11.402041	16.821695	25.753992	23.804397	32.736694	21.865472	30.959955	
56	3.348379	12.280676	10.541959	19.474256	2.643188	11.737670	16.586855	25.519152	23.780435	32.712732	21.817974	30.912457	
57	3.372458	12.304755	10.777044	19.709340	2.980438	12.074921	16.351771	25.284068	23.756357	32.688653	21.770265	30.864748	
58	3.396640	12.328936	11.011966	19.944263	3.319104	12.413587	16.116848	25.049145	23.732175	32.664472	21.722376	30.816858	
59	3.420909	12.353206	11.246216	20.178512	3.658981	12.753464	15.882599	24.814896	23.707906	32.640203	21.674337	30.768819	
60	3.445252	12.377548	11.479116	20.411413	3.999862	13.094345	15.649699	24.581996	23.683563	32.615860	21.626178	30.720661	
61	3.469653	12.401950	11.709730	20.642027	4.341539	13.436022	15.419085	24.351381	23.659162	32.591458	21.577932	30.672414	
62	3.494098	12.426395	11.936685	20.868982	4.683805	13.778288	15.192129	24.124426	23.634716	32.567013	21.529629	30.624111	
63	3.518573	12.450870	12.157846	21.090143	5.026451	14.120934	14.970968	23.903265	23.610242	32.542538	21.481300	30.575782	
64	3.543062	12.475359	12.369685	21.301982	5.369268	14.463751	14.759130	23.691427	23.585753	32.518049	21.432978	30.527460	
65	3.567551	12.499848	12.566026	21.498323	5.712047	14.806530	14.562788	23.495085	23.561264	32.493561	21.384693	30.479176	
66	3.592025	12.524321	12.735690	21.667987	6.054579	15.149062	14.393124	23.325421	23.536790	32.469087	21.336479	30.430961	
67	3.616469	12.548766	12.859251	21.791548	6.396654	15.491136	14.269563	23.201860	23.512346	32.444643	21.288367	30.382849	
68	3.640868	12.573165	12.910377	21.842674	6.738063	15.832545	14.218437	23.150734	23.487946	32.420243	21.240389	30.334871	
69	3.665209	12.597506	14.255483	23.187780	7.078596	16.173078	12.873332	21.805628	23.463606	32.395903	21.192578	30.287061	
70	3.689475	12.621772	14.367984	23.300281	7.418045	16.512527	12.760831	21.693127	23.439339	32.371636	21.144967	30.239449	
71	3.713653	12.645950	14.529250	23.461547	7.756200	16.850683	12.599565	21.531862	23.415161	32.347458	21.097588	30.192071	
72	3.737729	12.670025	14.718348	23.650645	8.092855	17.187337	12.410467	21.342764	23.391086	32.323383	21.050475	30.144958	
73	3.761686	12.693983	14.923036	23.855333	8.427800	17.522282	12.205778	21.138075	23.367129	32.299425	21.003661	30.098144	
74	3.785512	12.717809	15.136570	24.068867	8.760828	17.855311	11.992245	20.924542	23.343303	32.275600	20.957180	30.051662	
75	3.809191	12.741488	15.355127	24.287424	9.091735	18.186217	11.773688	20.705985	23.319624	32.251920	20.911065	30.005547	
76	3.832710	12.765007	15.576418	24.508715	9.420312	18.514795	11.552396	20.484693	23.296105	32.228401	20.865350	29.959832	
77	3.856054	12.788351	15.798988	24.731285	9.746356	18.840839	11.329827	20.262123	23.272761	32.205057	20.820071	29.914553	
78	3.879209	12.811506	16.021854	24.954150	10.069663	19.164146	11.106961	20.039258	23.249605	32.181902	20.775261	29.869743	
79	3.902162	12.834459	16.244315	25.176612	10.390030	19.484513	10.884500	19.816796	23.226653	32.158949	20.730956	29.825439	
80	3.924898	12.857195	16.465847	25.398144	10.707254	19.801737	10.662967	19.595264	23.203917	32.136213	20.687193	29.781675	
81	3.947404	12.879701	16.686040	25.618336	11.021135	20.115618	10.442775	19.375072	23.181411	32.113708	20.644007	29.738489	
82	3.969666	12.901963	16.904556	25.836853	11.331472	20.425955	10.224258	19.156555	23.159149	32.091446	20.601435	29.695917	
83	3.991671	12.923968	17.121115	26.053412	11.638067	20.732549	10.007700	18.939996	23.137144	32.069441	20.559515	29.653998	
84	4.013405	12.945702	17.335470	26.267767	11.940720	21.035203	9.793344	18.725641	23.115409	32.047706	20.518286	29.612769	
85	4.034856	12.967153	17.547404	26.479701	12.239236	21.333719	9.581411	18.513708	23.093959	32.026255	20.477788	29.572270	
86	4.056011	12.988307	17.756718	26.689015	12.533418	21.627901	9.372097	18.304393	23.072804	32.005101	20.438061	29.532543	
87	4.076856	13.009153	17.963232	26.895528	12.823071	21.917553	9.165583	18.097880	23.051959	31.984256	20.399147	29.493629	
88	4.097380	13.029676	18.166775	27.099071	13.107999	22.202482	8.962040	17.894337	23.031435	31.963732	20.361090	29.455572	
89	4.117569	13.049866	18.367188	27.299485	13.388009	22.482492	8.761626	17.693923	23.011246	31.943542	20.323935	29.418417	
90	4.137412	13.069709	18.564322	27.496618	13.662908	22.757390	8.564493	17.496790	22.991402	31.923699	20.287730	29.382213	
91	4.156898	13.089194	18.758030	27.690327	13.932500	23.026982	8.370784	17.303081	22.971917	31.904214	20.252525	29.347008	
92	4.176013	13.108310	18.948177	27.880474	14.196593	23.291075	8.180637	17.112934	22.952802	31.885099	20.218373	29.312855	
93	4.194747	13.127043	19.134630	28.066927	14.454992	23.549474	7.994185	16.926481	22.934068	31.866365	20.185329	29.279811	
94	4.213088	13.145385	19.317261	28.249558	14.707501	23.801984	7.811554	16.743850	22.915727	31.848023	20.153452	29.247935	
95	4.231025	13.163322	19.495947	28.428244	14.953926	24.048408	7.632867	16.565164	22.897789	31.830086	20.122807	29.217290	
96	4.248548	13.180845	19.670570	28.602867	15.194065	24.288548	7.458244	16.390541	22.880266	31.812563	20.093462	29.187944	
97	4.265646	13.197943	19.841015	28.773312	15.427720	24.522203	7.287800	16.220096	22.863168	31.795465	20.065491	29.159973	
98	4.282309	13.214606	20.007170	28.939467	15.654686	24.749169	7.121644	16.053941	22.846506	31.778802	20.038974	29.133456	
99	4.298526	13.230823	20.168929	29.101226	15.874755	24.969237	6.959886	15.892182	22.830288	31.762585	20.013997	29.108480	
100	4.314289	13.246585	20.326187	29.258484	16.087714	25.182196	6.802627	15.734924	22.814526	31.746823	19.990657	29.085140	
101	4.329586	13.261883	20.478845	29.411141	16.293346	25.387829	6.649970	15.582267	22.799229	31.731525	19.969057	29.063539	
102	4.344410	13.276707	20.626804	29.559101	16.491428	25.585910	6.502011	15.434308	22.784405	31.716702	19.949309	29.043791	
103	4.358751	13.291048	20.769972	29.702269	16.681729	25.776212	6.358843	15.291140	22.770064	31.702361	19.931535	29.026017	
104	4.372601	13.304897	20.908258	29.840555	16.864015	25.958498	6.220557	15.152854	22.756214	31.688511	19.915866	29.010349	
105	4.385951	13.318247	21.041576	29.973872	17.038045	26.132527	6.087239	15.019536	22.742864	31.675161	19.902444	28.996927	
106	4.398793	13.331090	21.169841	30.102138	17.203574	26.298056	5.958973	14.891270	22.730022	31.662319	19.891415	28.985898	
107	4.411120	13.343417	21.292975	30.225272	17.360359	26.454841	5.835840	14.768136	22.717695	31.649992	19.882931	28.977413	
108	4.422924	13.355221	21.410900	30.343197	17.508161	26.602644	5.717915	14.650211	22.705891	31.638188	19.877140	28.971622	
109	4.434198	13.366495	21.523543	30.455840	17.646756	26.741238	5.605272	14.537568	22.694617	31.626914	19.874182	28.968664	
110	4.444935	13.377232	21.630834	30.563131	17.775942	26.870425	5.497981	14.430277	22.683880	31.616176	19.874175	28.968658	
111	4.455129	13.387426	21.732707	30.665003	17.895560	26.990042	5.396108	14.328405	22.673685	31.605982	19.877203	28.971686	
112	4.464774	13.397071	21.829098	30.761395	18.005504	27.099986	5.299717	14.232014	22.664041	31.596337	19.883297	28.977779	
113	4.473864	13.406161	21.919948	30.852245	18.105745	27.200227	5.208867	14.141163	22.654951	31.587248	19.892415	28.986897	
114	4.482393	13.414690	22.005201	30.937498	18.196348	27.290830	5.123613	14.055910	22.646422	31.578719	19.904427	28.998910	
115	4.490356	13.422653	22.084805	31.017102	18.277486	27.371968	5.044010	13.976307	22.638458	31.570755	19.919099	29.013581	
116	4.497749	13.430046	22.158710	31.091007	18.349447	27.443929	4.970105	13.902402	22.631065	31.563362	19.936084	29.030566	
117	4.504567	13.436864	22.226871	31.159167	18.412632	27.507114	4.901944	13.834241	22.624248	31.556544	19.954927	29.049410	
118	4.510806	13.443103	22.289245	31.221542	18.467540	27.562023	4.839569	13.771866	22.618009	31.550305	19.975081	29.069563	
119	4.516462	13.448759	22.345796	31.278093	18.514745	27.609228	4.783019	13.715316	22.612353	31.544649	19.995926	29.090409	
120	4.521532	13.453829	22.396487	31.328784	18.554864	27.649346	4.732328	13.664624	22.607283	31.539580	20.016806	29.111288	
121	4.526013	13.458309	22.441288	31.373585	18.588523	27.683005	4.687527	13.619823	22.602802	31.535099	20.037055	29.131537	
122	4.529901	13.462198	22.480171	31.412468	18.616330	27.710812	4.648643	13.580940	22.598914	31.531210	20.056034	29.150517	
123	4.533196	13.465492	22.513113	31.445410	18.638847	27.733329	4.615702	13.547998	22.595619	31.527916	20.073154	29.167636	
124	4.535894	13.468190	22.540093	31.472390	18.656568	27.751051	4.588722	13.521019	22.592921	31.525218	20.087894	29.182377	
125	4.537994	13.470291	22.561094	31.493391	18.669912	27.764394	4.567720	13.500017	22.590821	31.523118	20.099820	29.194302	
126	4.539495	13.471792	22.576105	31.508401	18.679205	27.773688	4.552710	13.485007	22.589320	31.521617	20.108586	29.203069	
127	4.540396	13.472693	22.585115	31.517411	18.684686	27.779169	4.543700	13.475997	22.588419	31.520716	20.113946	29.208428	
128	4.540696	13.472993	22.588118	31.520415	18.686498	27.780980	4.540696	13.472993	22.588118	31.520415	29.208428	29.208428	
129	4.543700	13.475997	22.588419	31.520716	20.113946	29.208428	4.540396	13.472693	22.585115	31.517411	18.684686	27.779169	
130	4.552710	13.485007	22.589320	31.521617	20.108586	29.203069	4.539495	13.471792	22.576105	31.508401	18.679205	27.773688	
131	4.567720	13.500017	22.590821	31.523118	20.099820	29.194302	4.537994	13.470291	22.561094	31.493391	18.669912	27.764394	
132	4.588722	13.521019	22.592921	31.525218	20.087894	29.182377	4.535894	13.468190	22.540093	31.472390	18.656568	27.751051	
133	4.615702	13.547998	22.595619	31.527916	20.073154	29.167636	4.533196	13.465492	22.513113	31.445410	18.638847	27.733329	
134	4.648643	13.580940	22.598914	31.531210	20.056034	29.150517	4.529901	13.462198	22.480171	31.412468	18.616330	27.710812	
135	4.687527	13.619823	22.602802	31.535099	20.037055	29.131537	4.526013	13.458309	22.441288	31.373585	18.588523	27.683005	
136	4.732328	13.664624	22.607283	31.539580	20.016806	29.111288	4.521532	13.453829	22.396487	31.328784	18.554864	27.649346	
137	4.783019	13.715316	22.612353	31.544649	19.995926	29.090409	4.516462	13.448759	22.345796	31.278093	18.514745	27.609228	
138	4.839569	13.771866	22.618009	31.550305	19.975081	29.069563	4.510806	13.443103	22.289245	31.221542	18.467540	27.562023	
139	4.901944	13.834241	22.624248	31.556544	19.954927	29.049410	4.504567	13.436864	22.226871	31.159167	18.412632	27.507114	
140	4.970105	13.902402	22.631065	31.563362	19.936084	29.030566	4.497749	13.430046	22.158710	31.091007	18.349447	27.443929	
141	5.044010	13.976307	22.638458	31.570755	19.919099	29.013581	4.490356	13.422653	22.084805	31.017102	18.277486	27.371968	
142	5.123613	14.055910	22.646422	31.578719	19.904427	28.998910	4.482393	13.414690	22.005201	30.937498	18.196348	27.290830	
143	5.208867	14.141163	22.654951	31.587248	19.892415	28.986897	4.473864	13.406161	21.919948	30.852245	18.105745	27.200227	
144	5.299717	14.232014	22.664041	31.596337	19.883297	28.977779	4.464774	13.397071	21.829098	30.761395	18.005504	27.099986	
145	5.396108	14.328405	22.673685	31.605982	19.877203	28.971686	4.455129	13.387426	21.732707	30.665003	17.895560	26.990042	
146	5.497981	14.430277	22.683880	31.616176	19.874175	28.968658	4.444935	13.377232	21.630834	30.563131	17.775942	26.870425	
147	5.605272	14.537568	22.694617	31.626914	19.874182	28.968664	4.434198	13.366495	21.523543	30.455840	17.646756	26.741238	
148	5.717915	14.650211	22.705891	31.638188	19.877140	28.971622	4.422924	13.355221	21.410900	30.343197	17.508161	26.602644	
149	5.835840	14.768136	22.717695	31.649992	19.882931	28.977413	4.411120	13.343417	21.292975	30.225272	17.360359	26.454841	
150	5.958973	14.891270	22.730022	31.662319	19.891415	28.985898	4.398793	13.331090	21.169841	30.102138	17.203574	26.298056	
151	6.087239	15.019536	22.742864	31.675161	19.902444	28.996927	4.385951	13.318247	21.041576	29.973872	17.038045	26.132527	
152	6.220557	15.152854	22.756214	31.688511	19.915866	29.010349	4.372601	13.304897	20.908258	29.840555	16.864015	25.958498	
153	6.358843	15.291140	22.770064	31.702361	19.931535	29.026017	4.358751	13.291048	20.769972	29.702269	16.681729	25.776212	
154	6.502011	15.434308	22.784405	31.716702	19.949309	29.043791	4.344410	13.276707	20.626804	29.559101	16.491428	25.585910	
155	6.649970	15.582267	22.799229	31.731525	19.969057	29.063539	4.329586	13.261883	20.478845	29.411141	16.293346	25.387829	
156	6.802627	15.734924	22.814526	31.746823	19.990657	29.085140	4.314289	13.246585	20.326187	29.258484	16.087714	25.182196	
157	6.959886	15.892182	22.830288	31.762585	20.013997	29.108480	4.298526	13.230823	20.168929	29.101226	15.874755	24.969237	
