#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-6.321861	6.953941	-6.321861	6.953941	-17.527695	-3.768631	
1	-6.321560	6.954243	-6.318849	6.956953	-17.523478	-3.764414	
2	-6.320657	6.955146	-6.309816	6.965987	-17.510831	-3.751767	
3	-6.319152	6.956651	-6.294766	6.981037	-17.489761	-3.730697	
4	-6.317046	6.958757	-6.273709	7.002094	-17.460281	-3.701217	
5	-6.314341	6.961462	-6.246657	7.029146	-17.422408	-3.663344	
6	-6.311038	6.964765	-6.213626	7.062176	-17.376166	-3.617102	
7	-6.307139	6.968664	-6.174638	7.101165	-17.321582	-3.562518	
8	-6.302647	6.973156	-6.129714	7.146089	-17.258689	-3.499625	
9	-6.297563	6.978239	-6.078883	7.196920	-17.187525	-3.428461	
10	-6.291893	6.983910	-6.022174	7.253629	-17.108132	-3.349069	
11	-6.285637	6.990165	-5.959622	7.316181	-17.020560	-3.261496	
12	-6.278802	6.997001	-5.891265	7.384538	-16.924859	-3.165796	
13	-6.271389	7.004413	-5.817143	7.458660	-16.821089	-3.062026	
14	-6.263405	7.012397	-5.737302	7.538501	-16.709312	-2.950248	
15	-6.254854	7.020949	-5.651789	7.624013	-16.589594	-2.830530	
16	-6.245741	7.030062	-5.560657	7.715146	-16.462008	-2.702944	
17	-6.236071	7.039732	-5.463959	7.811844	-16.326631	-2.567568	
18	-6.225851	7.049952	-5.361754	7.914048	-16.183545	-2.424481	
19	-6.215086	7.060717	-5.254104	8.021698	-16.032835	-2.273771	
20	-6.203783	7.072020	-5.141074	8.134729	-15.874592	-2.115529	
21	-6.191948	7.083854	-5.022731	8.253071	-15.708913	-1.949849	
22	-6.179590	7.096213	-4.899147	8.376655	-15.535895	-1.776832	
23	-6.166715	7.109088	-4.770397	8.505406	-15.355645	-1.596581	
24	-6.153331	7.122472	-4.636557	8.639245	-15.168269	-1.409206	
25	-6.139446	7.136357	-4.497709	8.778093	-14.973882	-1.214818	
26	-6.125069	7.150734	-4.353937	8.921866	-14.772600	-1.013536	
27	-6.110208	7.165595	-4.205326	9.070477	-14.564545	-0.805481	
28	-6.094872	7.180931	-4.051966	9.223837	-14.349841	-0.590777	
29	-6.079070	7.196732	-3.893950	9.381853	-14.128619	-0.369555	
30	-6.062812	7.212990	-3.731373	9.544430	-13.901010	-0.141947	
31	-6.046108	7.229694	-3.564332	9.711471	-13.667154	0.091910	
32	-6.028968	7.246835	-3.392929	9.882874	-13.427190	0.331874	
33	-6.011402	7.264401	-3.217267	10.058536	-13.181262	0.577801	
34	-5.993420	7.282382	-3.037451	10.238352	-12.929520	0.829544	
35	-5.975034	7.300769	-2.853590	10.422213	-12.672115	1.086949	
36	-5.956255	7.319548	-2.665794	10.610009	-12.409201	1.349863	
37	-5.937093	7.338710	-2.474177	10.801625	-12.140937	1.618127	
38	-5.917561	7.358242	-2.278854	10.996948	-11.867485	1.891579	
39	-5.897669	7.378133	-2.079943	11.195859	-11.589009	2.170054	
40	-5.877432	7.398371	-1.877564	11.398239	-11.305678	2.453386	
41	-5.856859	7.418944	-1.671837	11.603965	-11.017661	2.741402	
