#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-4.736053	-8.713257	-4.736053	-8.713257	-15.437317	-19.674377	
1	-4.735752	-8.712956	-4.733042	-8.710245	-15.433100	-19.670161	
2	-4.734849	-8.712052	-4.724008	-8.701211	-15.420453	-19.657514	
3	-4.733344	-8.710547	-4.708958	-8.686161	-15.399383	-19.636444	
4	-4.731238	-8.708442	-4.687901	-8.665104	-15.369903	-19.606964	
5	-4.728533	-8.705736	-4.660849	-8.638052	-15.332030	-19.569091	
6	-4.725230	-8.702433	-4.627819	-8.605022	-15.285788	-19.522849	
7	-4.721331	-8.698534	-4.588830	-8.566033	-15.231204	-19.468264	
8	-4.716839	-8.694042	-4.543906	-8.521110	-15.168311	-19.405371	
9	-4.711756	-8.688959	-4.493075	-8.470278	-15.097147	-19.334207	
10	-4.706085	-8.683288	-4.436366	-8.413569	-15.017754	-19.254815	
11	-4.699830	-8.677033	-4.373814	-8.351017	-14.930182	-19.167242	
12	-4.692994	-8.670197	-4.305457	-8.282660	-14.834482	-19.071542	
13	-4.685582	-8.662785	-4.231335	-8.208539	-14.730711	-18.967772	
14	-4.677598	-8.654801	-4.151494	-8.128697	-14.618934	-18.855994	
15	-4.669046	-8.646250	-4.065981	-8.043185	-14.499216	-18.736277	
16	-4.659933	-8.637136	-3.974849	-7.952052	-14.371630	-18.608691	
17	-4.650263	-8.627467	-3.878151	-7.855354	-14.236253	-18.473314	
18	-4.640043	-8.617246	-3.775946	-7.753150	-14.093167	-18.330228	
19	-4.629278	-8.606481	-3.668296	-7.645500	-13.942457	-18.179518	
20	-4.617975	-8.595178	-3.555266	-7.532469	-13.784215	-18.021275	
21	-4.606140	-8.583344	-3.436923	-7.414127	-13.618535	-17.855595	
22	-4.593782	-8.570985	-3.313340	-7.290543	-13.445517	-17.682578	
23	-4.580907	-8.558110	-3.184589	-7.161792	-13.265267	-17.502327	
24	-4.567523	-8.544726	-3.050750	-7.027953	-13.077891	-17.314952	
25	-4.553638	-8.530842	-2.911902	-6.889105	-12.883504	-17.120565	
26	-4.539261	-8.516464	-2.768129	-6.745332	-12.682222	-16.919283	
27	-4.524400	-8.501603	-2.619518	-6.596721	-12.474167	-16.711227	
28	-4.509064	-8.486267	-2.466158	-6.443361	-12.259463	-16.496524	
29	-4.493262	-8.470466	-2.308142	-6.285345	-12.038241	-16.275301	
30	-4.477005	-8.454208	-2.145565	-6.122768	-11.810633	-16.047693	
31	-4.460301	-8.437504	-1.978524	-5.955728	-11.576776	-15.813837	
32	-4.443160	-8.420364	-1.807121	-5.784325	-11.336812	-15.573872	
33	-4.425594	-8.402797	-1.631459	-5.608662	-11.090885	-15.327945	
34	-4.407612	-8.384816	-1.451643	-5.428846	-10.839142	-15.076203	
35	-4.389226	-8.366430	-1.267782	-5.244985	-10.581737	-14.818797	
36	-4.370447	-8.347650	-1.079986	-5.057190	-10.318823	-14.555883	
37	-4.351285	-8.328488	-0.888369	-4.865573	-10.050559	-14.287620	
38	-4.331753	-8.308956	-0.693047	-4.670250	-9.777107	-14.014168	
39	-4.311862	-8.289065	-0.494135	-4.471339	-9.498632	-13.735692	
40	-4.291624	-8.268827	-0.291756	-4.268959	-9.215300	-13.452361	
41	-4.271051	-8.248254	-0.086030	-4.063233	-8.927284	-13.164344	
42	-4.250156	-8.227360	0.122919	-3.854284	-8.634755	-12.871816	
43	-4.228952	-8.206155	0.334965	-3.642239	-8.337892	-12.574952	
44	-4.207450	-8.184654	0.549979	-3.427224	-8.036871	-12.273932	
45	-4.185665	-8.162868	0.767833	-3.209370	-7.731876	-11.968936	
46	-4.163609	-8.140812	0.988396	-2.988808	-7.423088	-11.660149	
47	-4.141295	-8.118498	1.211533	-2.765670	-7.110695	-11.347756	
