#    itr              mu            ntot            mtot            etot
       1       -0.615234        2.600098        1.299265      -28.648166
       2        5.199036        2.600372       -0.627390       -7.326801
       3        5.441524        2.600433        0.279434       -4.192253
       4        5.534555        2.600250       -0.122031       -3.448321
       5        5.544202        2.599487        0.055054       -3.304785
       6        5.538246        2.600739       -0.024155       -3.274643
       7        5.535419        2.600891        0.011566       -3.259884
       8        5.554117        2.600220       -0.006836       -3.261429
       9        5.559225        2.600494        0.003525       -3.263948
      10        5.565460        2.600922       -0.001846       -3.259461
      11        5.555238        2.599060        0.001312       -3.267189
