# n = 1.5 U  = 18.0 J = 4.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       15.702000        1.499390        0.185913       17.717657
       2       15.614000        1.499634        0.097900       17.952792
       3       15.559000        1.499390        0.051636       18.015330
       4       15.554000        1.499390        0.026733       18.028517
       5       15.549000        1.499146        0.013672       18.029955
       6       15.560000        1.499390        0.006470       18.029747
       7       15.561000        1.499390        0.003540       18.035737
       8       15.557000        1.499634        0.002197       18.039817
       9       15.556000        1.499146        0.001465       18.037766
      10       15.547000        1.499146        0.000977       18.026735
      11       15.550000        1.499634        0.000732       18.034333
      12       15.557000        1.499146        0.000488       18.037781
      13       15.549000        1.499146        0.000488       18.026744
      14       15.549000        1.499146        0.000488       18.026744
