#    itr              mu            ntot            mtot            etot
       1      -16.054000        1.199158        1.199158      -26.640211
       2       -5.317000        1.199341       -0.487793      -10.850108
       3       -5.656000        1.199097        0.197510      -10.485736
       4       -5.723000        1.199341       -0.078613      -10.429714
       5       -5.737000        1.199097        0.029541      -10.418273
       6       -5.741000        1.199097       -0.012451      -10.417440
       7       -5.751000        1.199097        0.005615      -10.417249
       8       -5.746000        1.199341       -0.002930      -10.418607
       9       -5.745000        1.199341        0.000977      -10.417990
      10       -5.744000        1.199341       -0.000977      -10.417987
      11       -5.744000        1.199341        0.000977      -10.417987
