# n = 3.0 U  = 12.0 J = 3.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       31.117552        3.000122        0.214600       69.394712
       2       31.216499        3.000122        0.062988       69.921433
       3       31.248383        3.000122        0.018555       69.948696
       4       31.217278        3.000366        0.006226       69.962215
       5       31.212060        3.000122        0.002930       69.961347
       6       31.206499        3.000122        0.001465       69.954833
       7       31.210077        3.000122        0.000488       69.954297
       8       31.206179        3.000122        0.000000       69.954844
       9       31.205447        3.000122        0.000000       69.954844
      10       31.205447        3.000122        0.000000       69.954844
