# n = 4.5 U  = 15.0 J = 3.750 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       62.446000        4.499939        0.677643      236.682318
       2       62.951235        4.500366        0.445923      238.575446
       3       63.261435        4.500244        0.306458      239.231187
       4       63.320535        4.500000        0.216980      239.484520
       5       63.331292        4.500244        0.157532      239.622317
       6       63.303595        4.500122        0.112671      239.695936
       7       63.289038        4.500366        0.078857      239.744600
       8       63.286745        4.500366        0.054932      239.778592
       9       63.288385        4.500122        0.038696      239.774090
      10       63.274899        4.500122        0.026978      239.764588
      11       63.288475        4.500366        0.018555      239.782787
      12       63.285424        4.500122        0.013306      239.781989
      13       63.282182        4.500366        0.009033      239.784681
      14       63.280887        4.500122        0.006226      239.782944
      15       63.277920        4.500122        0.004761      239.769196
      16       63.278372        4.500122        0.004272      239.769371
      17       63.277648        4.500122        0.003296      239.769380
      18       63.280920        4.500122        0.002808      239.769407
      19       63.278059        4.500366        0.001465      239.784755
      20       63.278143        4.500366        0.000977      239.798784
      21       63.276504        4.500366        0.000488      239.798788
      22       63.276166        4.500366        0.000488      239.798791
      23       63.276166        4.500366        0.000488      239.798791
