# n = 1.6 U  = 15.0 J = 3.750 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       13.586600        1.599976        0.155640       15.380447
       2       13.564314        1.600220        0.063965       15.604743
       3       13.531261        1.600220        0.025146       15.639846
       4       13.538523        1.600220        0.010010       15.645996
       5       13.535723        1.599976        0.004517       15.643670
       6       13.544662        1.600220        0.002686       15.642228
       7       13.550267        1.600220        0.001221       15.646808
       8       13.547348        1.600220        0.000732       15.647001
       9       13.547543        1.600220        0.000244       15.647004
      10       13.546689        1.600220        0.000244       15.647005
      11       13.546689        1.600220        0.000244       15.647005
