# n = 3.7 U  = 16.0 J = 4.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       53.019000        3.699463        0.466125      162.702713
       2       53.444000        3.699707        0.255798      163.960429
       3       53.681000        3.699341        0.141602      164.290355
       4       53.749000        3.699585        0.079224      164.405979
       5       53.789000        3.699097        0.044312      164.428042
       6       53.783000        3.700073        0.025757      164.469351
       7       53.803000        3.699097        0.014282      164.467882
       8       53.786000        3.699341        0.009277      164.435481
       9       53.782000        3.699097        0.005249      164.434282
      10       53.787000        3.699097        0.003784      164.422181
      11       53.791000        3.699341        0.003174      164.435556
      12       53.792000        3.699341        0.002686      164.447555
      13       53.791000        3.699341        0.002686      164.447371
      14       53.791000        3.699341        0.002686      164.447371
