#    itr              mu            ntot            mtot            etot
       1       87.499000        4.799744        0.565094      370.964143
       2       87.690000        4.799255        0.506989      371.211515
       3       87.646000        4.799011        0.477814      371.435053
       4       87.654000        4.799500        0.456818      371.586270
       5       87.674000        4.799988        0.443878      371.758655
       6       87.685000        4.799011        0.435822      371.765729
       7       87.663000        4.799255        0.429352      371.742555
       8       87.672000        4.799011        0.424347      371.766290
       9       87.670000        4.799011        0.421417      371.766170
      10       87.678000        4.799744        0.419830      371.842159
      11       87.689000        4.799255        0.418121      371.864583
      12       87.681000        4.799255        0.417145      371.831953
      13       87.676000        4.799011        0.416534      371.814202
      14       87.669000        4.799011        0.416534      371.796962
      15       87.669000        4.799011        0.416534      371.796962
