#    itr              mu            ntot            mtot            etot
       1       -8.544000        2.099304        2.099304      -38.107210
       2        2.548000        2.099976       -0.798096       -7.802955
       3        2.330000        2.099731        0.287109       -6.349762
       4        2.296000        2.099243       -0.104492       -6.143081
       5        2.297000        2.099243        0.038574       -6.119593
       6        2.294000        2.099243       -0.014160       -6.115741
       7        2.294000        2.099243        0.005371       -6.115461
       8        2.298000        2.099731       -0.002930       -6.114335
       9        2.295000        2.099243        0.002441       -6.112429
      10        2.293000        2.099243       -0.002441       -6.115443
      11        2.293000        2.099243        0.002441       -6.115443
