#    itr              mu            ntot            mtot            etot
       1      -13.309570        2.000061        0.997305      -45.798001
       2        4.269115        2.000854       -0.799803       -9.299329
       3        4.028929        2.000610        0.622284       -7.158419
       4        3.650096        2.000702       -0.442494       -5.688447
       5        3.291916        2.000153        0.313004       -4.612428
       6        3.196148        2.000916       -0.215485       -4.077433
       7        3.139806        1.999634        0.147217       -3.799149
       8        3.126123        2.000488       -0.100525       -3.673565
       9        3.106132        2.000610        0.067871       -3.605330
      10        3.122177        1.999634       -0.045410       -3.577939
      11        3.116947        1.999634        0.031494       -3.571682
      12        3.109266        1.999878       -0.021118       -3.565073
      13        3.106224        1.999146        0.013428       -3.562691
      14        3.109971        2.000854       -0.008179       -3.561786
      15        3.115504        1.999542        0.004654       -3.551667
      16        3.107146        1.999634       -0.001709       -3.561739
      17        3.127795        2.000854        0.001099       -3.557066
      18        3.133510        2.000854       -0.001099       -3.547815
