# n = 1.6 U  = 12.0 J = 3.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1        9.555700        1.599976        0.123413        9.064281
       2        9.556709        1.600220        0.039307        9.223194
       3        9.517109        1.599976        0.011597        9.236508
       4        9.531653        1.600220        0.004639        9.236786
       5        9.536853        1.599976        0.002075        9.238716
       6        9.533783        1.600220        0.001221        9.236990
       7        9.539234        1.600220        0.000732        9.240926
       8        9.540035        1.600220        0.000244        9.240928
       9        9.539669        1.600220        0.000244        9.240778
      10        9.539669        1.600220        0.000244        9.240778
