#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	31.166865	-4.272185	31.167120	-4.271607	20.269215	-15.032970	53.806422	18.367626	53.806676	18.367695	52.695507	17.393322	
1	31.167157	-4.271892	31.170047	-4.268681	20.273400	-15.028785	53.803495	18.364768	53.806383	18.367333	52.694936	17.392751	
2	31.168035	-4.271015	31.178825	-4.259902	20.285952	-15.016233	53.794717	18.355990	53.805505	18.366456	52.693224	17.391039	
3	31.169498	-4.269552	31.193449	-4.245279	20.306863	-14.995322	53.780094	18.341366	53.804043	18.364993	52.690373	17.388188	
4	31.171544	-4.267506	31.213907	-4.224820	20.336121	-14.966064	53.759635	18.320907	53.801997	18.362947	52.686384	17.384199	
5	31.174172	-4.264877	31.240187	-4.198540	20.373708	-14.928477	53.733355	18.294628	53.799368	18.360318	52.681260	17.379074	
6	31.177382	-4.261668	31.272269	-4.166458	20.419600	-14.882586	53.701273	18.262545	53.796158	18.357109	52.675004	17.372819	
7	31.181170	-4.257879	31.310132	-4.128595	20.473768	-14.828417	53.663410	18.224682	53.792370	18.353320	52.667622	17.365436	
8	31.185535	-4.253514	31.353749	-4.084978	20.536181	-14.766004	53.619793	18.181066	53.788005	18.348955	52.659117	17.356932	
9	31.190474	-4.248575	31.403089	-4.035638	20.606799	-14.695386	53.570453	18.131726	53.783066	18.344016	52.649497	17.347312	
10	31.195984	-4.243065	31.458118	-3.980609	20.685579	-14.616606	53.515424	18.076697	53.777556	18.338507	52.638768	17.336583	
11	31.202062	-4.236988	31.518797	-3.919930	20.772472	-14.529713	53.454745	18.016017	53.771479	18.332429	52.626937	17.324752	
12	31.208703	-4.230347	31.585084	-3.853644	20.867424	-14.434761	53.388458	17.949731	53.764838	18.325788	52.614014	17.311828	
13	31.215904	-4.223146	31.656931	-3.781797	20.970378	-14.331807	53.316611	17.877884	53.757637	18.318587	52.600006	17.297821	
14	31.223660	-4.215390	31.734288	-3.704440	21.081269	-14.220916	53.239255	17.800527	53.749880	18.310831	52.584924	17.282739	
15	31.231967	-4.207083	31.817099	-3.621629	21.200029	-14.102156	53.156444	17.717716	53.741573	18.302524	52.568779	17.266594	
16	31.240819	-4.198230	31.905305	-3.533423	21.326586	-13.975599	53.068237	17.629510	53.732721	18.293671	52.551582	17.249397	
17	31.250212	-4.188838	31.998843	-3.439885	21.460860	-13.841325	52.974699	17.535972	53.723328	18.284279	52.533345	17.231160	
18	31.260139	-4.178911	32.097645	-3.341083	21.602769	-13.699416	52.875898	17.437170	53.713401	18.274352	52.514081	17.211896	
19	31.270594	-4.168455	32.201639	-3.237089	21.752225	-13.549960	52.771904	17.333176	53.702946	18.263896	52.493805	17.191620	
20	31.281572	-4.157478	32.310748	-3.127979	21.909136	-13.393049	52.662794	17.224066	53.691969	18.252919	52.472530	17.170345	
21	31.293064	-4.145985	32.424894	-3.013834	22.073405	-13.228780	52.548648	17.109921	53.680476	18.241427	52.450273	17.148088	
22	31.305065	-4.133985	32.543989	-2.894738	22.244930	-13.057255	52.429553	16.990825	53.668475	18.229426	52.427048	17.124863	
23	31.317566	-4.121483	32.667946	-2.770781	22.423606	-12.878579	52.305596	16.866869	53.655974	18.216924	52.402873	17.100688	
24	31.330561	-4.108488	32.796670	-2.642058	22.609321	-12.692864	52.176872	16.738145	53.642979	18.203929	52.377766	17.075580	
25	31.344041	-4.095008	32.930062	-2.508665	22.801960	-12.500225	52.043480	16.604753	53.629499	18.190449	52.351744	17.049559	
26	31.357999	-4.081051	33.068019	-2.370708	23.001405	-12.300780	51.905523	16.466795	53.615542	18.176492	52.324827	17.022642	
27	31.372424	-4.066625	33.210434	-2.228294	23.207531	-12.094655	51.763109	16.324381	53.601116	18.162066	52.297034	16.994849	
28	31.387310	-4.051740	33.357191	-2.081536	23.420210	-11.881975	51.616351	16.177623	53.586230	18.147181	52.268386	16.966201	
29	31.402646	-4.036403	33.508174	-1.930553	23.639310	-11.662875	51.465368	16.026640	53.570894	18.131845	52.238905	16.936720	
30	31.418424	-4.020626	33.663258	-1.775469	23.864696	-11.437489	51.310284	15.871556	53.555117	18.116067	52.208612	16.906427	
31	31.434633	-4.004417	33.822314	-1.616414	24.096227	-11.205958	51.151229	15.712501	53.538907	18.099858	52.177530	16.875345	
32	31.451264	-3.987786	33.985204	-1.453523	24.333759	-10.968426	50.988338	15.549610	53.522276	18.083227	52.145682	16.843497	
33	31.468307	-3.970743	34.151789	-1.286938	24.577143	-10.725042	50.821753	15.383026	53.505234	18.066184	52.113092	16.810907	
34	31.485751	-3.953299	34.321918	-1.116809	24.826229	-10.475956	50.651624	15.212896	53.487790	18.048740	52.079786	16.777601	
35	31.503585	-3.935465	34.495436	-0.943291	25.080859	-10.221326	50.478106	15.039378	53.469955	18.030906	52.045788	16.743603	
36	31.521799	-3.917250	34.672179	-0.766548	25.340877	-9.961308	50.301363	14.862636	53.451741	18.012691	52.011126	16.708941	
37	31.540382	-3.898667	34.851974	-0.586753	25.606117	-9.696068	50.121568	14.682840	53.433158	17.994108	51.975825	16.673640	
38	31.559323	-3.879727	35.034640	-0.404087	25.876415	-9.425770	49.938902	14.500174	53.414218	17.975168	51.939915	16.637730	
39	31.578609	-3.860441	35.219986	-0.218742	26.151601	-9.150584	49.753556	14.314829	53.394931	17.955882	51.903422	16.601237	
40	31.598229	-3.840820	35.407807	-0.030920	26.431502	-8.870683	49.565735	14.127008	53.375311	17.936262	51.866377	16.564192	
