#    itr              mu            ntot            mtot            etot
       1       73.675000        4.299744        1.700256       75.890858
       2       26.541000        4.299133       -1.690857       72.231453
       3       26.530000        4.299011        1.682678       72.265013
       4       26.528000        4.299255       -1.676575       72.317300
       5       26.540000        4.299255        1.674133       72.358412
       6       26.537000        4.299011       -1.670959       72.366176
       7       26.537000        4.299011        1.669006       72.379439
       8       26.541000        4.299011       -1.668030       72.390785
       9       26.545000        4.299744        1.667297       72.415957
      10       26.547000        4.299255       -1.666809       72.423071
      11       26.544000        4.299744        1.666321       72.428374
      12       26.546000        4.299011       -1.665588       72.422198
      13       26.541000        4.299255        1.664856       72.417188
      14       26.544000        4.299255       -1.663879       72.426622
      15       26.544000        4.299255        1.663879       72.432338
      16       26.544000        4.299255       -1.663879       72.432338
