#    itr              mu            ntot            mtot            etot
       1      -16.652344        2.300781        1.150516      -61.306054
       2        7.397521        2.299957       -1.095646       -6.591471
       3        7.900064        2.300415        1.080109       -5.296723
       4        8.052321        2.300018       -1.075813       -4.925512
       5        8.085376        2.299316        1.072601       -4.842938
       6        8.109434        2.300201       -1.069964       -4.775234
       7        8.147384        2.300446        1.073196       -4.695248
       8        8.121075        2.300568       -1.073906       -4.752532
       9        8.108568        2.300598        1.070892       -4.788594
      10        8.142921        2.300171       -1.073164       -4.706650
