#    itr              mu            ntot            mtot            etot
       1      -21.000000        1.181213        1.181213      -31.914674
       2       -6.838000        0.799194       -0.529541       -8.203518
       3       -7.451000        0.799561        0.318237       -8.433465
       4       -7.423000        0.799316       -0.202271       -8.334805
       5       -7.387000        0.799194        0.128906       -8.301198
       6       -7.367000        0.799194       -0.079590       -8.288147
       7       -7.353000        0.799194        0.050293       -8.282468
       8       -7.351000        0.799438       -0.030518       -8.282375
       9       -7.343000        0.799194        0.020996       -8.279182
      10       -7.346000        0.799194       -0.013672       -8.279468
      11       -7.343000        0.799438        0.009033       -8.281160
      12       -7.343000        0.799438       -0.005615       -8.280598
      13       -7.346000        0.799438        0.003662       -8.280571
      14       -7.346000        0.799438       -0.002686       -8.280560
      15       -7.344000        0.799927        0.002197       -8.284142
      16       -7.343000        0.799438       -0.001709       -8.279593
      17       -7.345000        0.799438        0.001709       -8.280553
      18       -7.345000        0.799438       -0.001709       -8.280553
