#    itr              mu            ntot            mtot            etot
       1      -26.280762        0.399597        0.199799      -11.797292
       2      -10.177003        0.399414       -0.065857       -5.637193
       3       -9.834453        0.399292        0.039551       -5.555524
       4       -9.834594        0.399780       -0.024902       -5.552142
       5       -9.829431        0.400513        0.015747       -5.556396
       6       -9.824748        0.400024       -0.009644       -5.550038
       7       -9.820499        0.399780        0.006592       -5.547857
       8       -9.821927        0.399292       -0.002930       -5.543283
       9       -9.817940        0.399536        0.002075       -5.546024
      10       -9.815643        0.399536       -0.001587       -5.545857
