# n = 5.9 U  = 12.0 J = 3.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       73.637182        5.900269        0.049866      346.617321
       2       69.549182        5.899902        0.023560      347.029803
       3       69.543582        5.899902        0.011108      347.011612
       4       69.548681        5.900146        0.005615      347.029364
       5       69.542081        5.899902        0.002319      347.026925
       6       69.544081        5.899902        0.001343      347.012581
       7       69.545281        5.899902        0.000854      347.012588
       8       69.546981        5.899902        0.000366      347.012590
       9       69.548792        5.900146        0.000244      347.029570
      10       69.551814        5.900146        0.000244      347.043963
      11       69.551814        5.900146        0.000244      347.043963
