#    itr              mu            ntot            mtot            etot
       1      -18.999000        2.099182        2.099182      -59.857257
       2        7.621000        2.099121       -1.577515       -2.229313
       3        7.163000        2.099243        1.082031        0.230133
       4        6.856000        2.099243       -0.698242        1.771868
       5        6.733000        2.099243        0.442383        2.541289
       6        6.704000        2.099243       -0.276855        2.864262
       7        6.692000        2.099243        0.173340        2.995522
       8        6.672000        2.099487       -0.107178        3.048029
       9        6.683000        2.099487        0.067627        3.070965
      10        6.673000        2.099976       -0.040771        3.081627
      11        6.672000        2.099243        0.024902        3.085390
      12        6.663000        2.099243       -0.015137        3.078442
      13        6.675000        2.099243        0.010254        3.078593
      14        6.682000        2.099243       -0.007324        3.079016
      15        6.679000        2.099243        0.004395        3.078817
      16        6.678000        2.099243       -0.001465        3.078851
      17        6.685000        2.099243        0.001465        3.078866
      18        6.685000        2.099243       -0.001465        3.078866
