#    itr              mu            ntot            mtot            etot
       1      -21.000000        3.000000        3.000000     -105.393750
       2       -6.204000        0.299011       -0.299011       -2.852004
       3      -10.462000        0.299072        0.054810       -4.449521
       4       -9.905000        0.299072       -0.020142       -4.387905
       5       -9.819000        0.299072        0.015747       -4.381362
       6       -9.814000        0.299438       -0.012939       -4.384165
       7       -9.812000        0.299683        0.010254       -4.386050
       8       -9.813000        0.299438       -0.009033       -4.383300
       9       -9.815000        0.299194        0.006836       -4.381153
      10       -9.820000        0.299194       -0.006348       -4.381217
      11       -9.819000        0.299683        0.005859       -4.386002
      12       -9.818000        0.299194       -0.005371       -4.380648
      13       -9.819000        0.299194        0.005371       -4.381193
      14       -9.819000        0.299194       -0.005371       -4.381193
