#    itr              mu            ntot            mtot            etot
       1       70.542000        4.500366        0.392700      272.638203
       2       70.726000        4.499756        0.301086      272.965196
       3       70.820000        4.499268        0.242249      273.093709
       4       70.816000        4.499023        0.196228      273.152674
       5       70.817000        4.499023        0.161804      273.215297
       6       70.804000        4.499023        0.132507      273.263838
       7       70.797000        4.499634        0.107544      273.343074
       8       70.789000        4.499390        0.087891      273.391305
       9       70.774000        4.499146        0.069946      273.374291
      10       70.769000        4.499390        0.057129      273.388126
      11       70.783000        4.499634        0.043579      273.427474
      12       70.780000        4.499390        0.033936      273.432309
      13       70.770000        4.499146        0.026733      273.401396
      14       70.771000        4.499390        0.020996      273.405314
      15       70.773000        4.499146        0.016724      273.404708
      16       70.768000        4.499878        0.013184      273.441804
      17       70.780000        4.499390        0.010498      273.454213
      18       70.772000        4.499878        0.007812      273.457794
      19       70.772000        4.499390        0.006104      273.454502
      20       70.768000        4.499390        0.004395      273.423649
      21       70.769000        4.499390        0.003906      273.423346
      22       70.768000        4.499390        0.003906      273.423491
      23       70.768000        4.499390        0.003906      273.423491
