# n = 5.2 U  = 10.0 J = 2.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       53.283379        5.200134        0.399933      215.706616
       2       52.093061        5.200195        0.220276      217.328320
       3       52.137249        5.200195        0.132629      217.504085
       4       52.149438        5.200195        0.083801      217.548066
       5       52.153538        5.199951        0.055359      217.554662
       6       52.159578        5.200195        0.038635      217.563226
       7       52.163378        5.199951        0.026794      217.563677
       8       52.169027        5.200195        0.019348      217.567876
       9       52.172827        5.200073        0.014404      217.572792
      10       52.175827        5.200073        0.011475      217.567853
      11       52.178927        5.200073        0.009521      217.568143
      12       52.176927        5.200073        0.008057      217.568095
      13       52.176727        5.200073        0.006104      217.568276
      14       52.176373        5.200317        0.004761      217.581061
      15       52.177813        5.200317        0.004272      217.591779
      16       52.177922        5.200317        0.003784      217.591786
      17       52.178533        5.200317        0.003784      217.591794
      18       52.178533        5.200317        0.003784      217.591794
