#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-10.526796	14.093680	-10.526796	14.093680	-21.266780	3.292698	11.783037	36.403513	11.783037	36.403513	10.941768	35.501247	
1	-10.526499	14.093977	-10.523826	14.096650	-21.262579	3.296899	11.780067	36.400543	11.782740	36.403216	10.941181	35.500660	
2	-10.525608	14.094868	-10.514918	14.105558	-21.249979	3.309500	11.771159	36.391635	11.781849	36.402325	10.939421	35.498900	
3	-10.524124	14.096352	-10.500078	14.120398	-21.228987	3.330491	11.756319	36.376794	11.780365	36.400841	10.936490	35.495968	
4	-10.522048	14.098428	-10.479315	14.141161	-21.199617	3.359862	11.735556	36.356032	11.778289	36.398764	10.932388	35.491866	
5	-10.519380	14.101096	-10.452643	14.167833	-21.161885	3.397594	11.708884	36.329359	11.775621	36.396097	10.927118	35.486597	
6	-10.516123	14.104353	-10.420079	14.200397	-21.115815	3.443664	11.676320	36.296796	11.772364	36.392840	10.920685	35.480164	
7	-10.512278	14.108197	-10.381644	14.238832	-21.061436	3.498043	11.637885	36.258361	11.768519	36.388995	10.913092	35.472570	
8	-10.507849	14.112627	-10.337364	14.283112	-20.998779	3.560700	11.593605	36.214080	11.764090	36.384565	10.904344	35.463822	
9	-10.502836	14.117639	-10.287266	14.333209	-20.927884	3.631595	11.543507	36.163983	11.759077	36.379553	10.894446	35.453925	
10	-10.497245	14.123231	-10.231385	14.389091	-20.848794	3.710685	11.487625	36.108101	11.753485	36.373961	10.883406	35.442885	
11	-10.491077	14.129399	-10.169755	14.450721	-20.761556	3.797923	11.425996	36.046472	11.747318	36.367793	10.871231	35.430710	
12	-10.484337	14.136139	-10.102418	14.518058	-20.666224	3.893255	11.358659	35.979134	11.740578	36.361053	10.857928	35.417407	
13	-10.477028	14.143447	-10.029417	14.591059	-20.562856	3.996622	11.285658	35.906134	11.733269	36.353745	10.843506	35.402985	
14	-10.469156	14.151320	-9.950800	14.669675	-20.451515	4.107963	11.207041	35.827517	11.725397	36.345873	10.827974	35.387453	
15	-10.460725	14.159751	-9.866620	14.753856	-20.332270	4.227209	11.122861	35.743337	11.716966	36.337442	10.811344	35.370823	
16	-10.451740	14.168736	-9.776931	14.843545	-20.205191	4.354288	11.033172	35.653647	11.707981	36.328457	10.793625	35.353103	
17	-10.442206	14.178269	-9.681793	14.938683	-20.070358	4.489121	10.938033	35.558509	11.698447	36.318923	10.774829	35.334307	
18	-10.432130	14.188346	-9.581268	15.039208	-19.927852	4.631627	10.837509	35.457985	11.688371	36.308847	10.754968	35.314447	
19	-10.421517	14.198958	-9.475424	15.145052	-19.777760	4.781719	10.731665	35.352141	11.677758	36.298234	10.734056	35.293535	
