#    itr              mu            ntot            mtot            etot
       1       65.153000        3.999512        0.352478      222.494474
       2       65.304000        3.999268        0.249084      222.939527
       3       65.371000        3.999023        0.189148      223.103196
       4       65.413000        3.999023        0.150818      223.186434
       5       65.436000        3.999023        0.125916      223.240746
       6       65.451000        3.999023        0.107849      223.273899
       7       65.452000        3.999512        0.093933      223.326659
       8       65.478000        3.999268        0.084534      223.354689
       9       65.480000        3.999023        0.074890      223.333256
      10       65.490000        3.999023        0.069031      223.326787
      11       65.501000        4.000000        0.062439      223.394843
      12       65.519000        3.999512        0.058044      223.426559
      13       65.510000        3.999756        0.054504      223.416249
      14       65.517000        3.999023        0.051208      223.385195
      15       65.510000        4.000244        0.047180      223.423431
      16       65.535000        3.999634        0.043457      223.459210
      17       65.535000        3.999146        0.040039      223.392932
      18       65.526000        4.000122        0.036621      223.429652
      19       65.546000        4.000122        0.032959      223.489728
      20       65.541000        3.999146        0.028564      223.427349
      21       65.532000        3.999146        0.024658      223.369743
      22       65.527000        3.999146        0.022705      223.371399
      23       65.533000        3.999634        0.020508      223.403802
      24       65.539000        3.999390        0.017944      223.417662
      25       65.534000        3.999390        0.015991      223.403699
      26       65.542000        3.999390        0.015503      223.403961
      27       65.543000        3.999390        0.015015      223.404197
      28       65.544000        3.999878        0.014282      223.436304
      29       65.552000        3.999878        0.013306      223.465684
      30       65.550000        3.999146        0.012207      223.417732
      31       65.542000        3.999146        0.010742      223.374062
      32       65.540000        3.999634        0.009033      223.406343
      33       65.551000        3.999146        0.007324      223.403706
      34       65.543000        3.999390        0.005981      223.390702
      35       65.549000        3.999390        0.005005      223.405402
      36       65.543000        3.999146        0.003906      223.389459
      37       65.541000        3.999146        0.002930      223.374799
      38       65.541000        3.999634        0.001709      223.406834
      39       65.546000        3.999634        0.001221      223.436084
      40       65.547000        3.999146        0.000488      223.404083
      41       65.539000        3.999146       -0.000000      223.374953
      42       65.536000        3.999146        0.000000      223.374858
      43       65.536000        3.999146        0.000000      223.374858
