# n = 4.8 U  = 19.0 J = 4.750 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       85.828000        4.799622        0.600189      348.685997
       2       83.647000        4.799011        0.511505      351.969556
       3       83.626000        4.799011        0.463654      352.326283
       4       83.654000        4.799988        0.433380      352.601363
       5       83.673000        4.799744        0.414703      352.771002
       6       83.681000        4.799438        0.400146      352.794614
       7       83.698000        4.799438        0.389404      352.824466
       8       83.705000        4.799683        0.379028      352.884864
       9       83.710000        4.799194        0.368774      352.899819
      10       83.714000        4.799438        0.360352      352.920096
      11       83.729000        4.799194        0.351929      352.948051
      12       83.733000        4.799927        0.343750      353.020398
      13       83.753000        4.799194        0.337036      353.043210
      14       83.751000        4.799438        0.330322      353.031696
      15       83.754000        4.800659        0.323853      353.174508
      16       83.771000        4.799194        0.317261      353.165049
      17       83.752000        4.799683        0.309204      353.115422
      18       83.767000        4.799438        0.301514      353.156711
      19       83.765000        4.799438        0.294678      353.161779
      20       83.766000        4.799927        0.284912      353.222753
      21       83.781000        4.799072        0.275085      353.215619
      22       83.765000        4.799316        0.263245      353.199083
      23       83.786000        4.799316        0.249817      353.249230
      24       83.797000        4.799927        0.234009      353.333194
      25       83.815000        4.799438        0.217407      353.374649
      26       83.817000        4.799194        0.200928      353.352802
      27       83.824000        4.799194        0.184082      353.365903
      28       83.835000        4.799194        0.168701      353.396210
      29       83.846000        4.799194        0.154053      353.421190
      30       83.849000        4.799194        0.141113      353.443849
      31       83.857000        4.799438        0.127563      353.480885
      32       83.863000        4.799438        0.115112      353.515548
      33       83.870000        4.799438        0.104858      353.530535
      34       83.868000        4.799194        0.096191      353.519243
      35       83.873000        4.799683        0.085449      353.550668
      36       83.874000        4.799194        0.076416      353.554775
      37       83.878000        4.799438        0.068237      353.545558
      38       83.871000        4.799194        0.060059      353.547599
      39       83.876000        4.799438        0.053833      353.555711
      40       83.883000        4.799438        0.048950      353.576333
      41       83.884000        4.799194        0.043945      353.559534
      42       83.884000        4.799927        0.039429      353.603504
      43       83.897000        4.799194        0.035889      353.599615
      44       83.878000        4.799194        0.032471      353.544717
      45       83.874000        4.799194        0.028320      353.546573
      46       83.871000        4.799438        0.025513      353.567513
      47       83.883000        4.799927        0.022827      353.628276
      48       83.892000        4.799438        0.020630      353.624544
      49       83.887000        4.799927        0.017944      353.628694
      50       83.897000        4.799927        0.016235      353.666378
      51       83.894000        4.799438        0.014526      353.625683
      52       83.886000        4.799194        0.013916      353.568598
      53       83.881000        4.799194        0.012939      353.549860
      54       83.878000        4.799194        0.011963      353.550376
      55       83.875000        4.799194        0.011963      353.550092
      56       83.875000        4.799194        0.011963      353.550092
