#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-1.007782	-1.007782	-1.007782	-1.007782	-12.228882	-12.228882	
1	-1.007481	-1.007481	-1.004770	-1.004770	-12.224665	-12.224665	
2	-1.006577	-1.006577	-0.995737	-0.995737	-12.212018	-12.212018	
3	-1.005072	-1.005072	-0.980687	-0.980687	-12.190948	-12.190948	
4	-1.002967	-1.002967	-0.959629	-0.959629	-12.161468	-12.161468	
5	-1.000262	-1.000262	-0.932577	-0.932577	-12.123595	-12.123595	
6	-0.996958	-0.996958	-0.899547	-0.899547	-12.077353	-12.077353	
7	-0.993060	-0.993060	-0.860558	-0.860558	-12.022769	-12.022769	
8	-0.988567	-0.988567	-0.815635	-0.815635	-11.959876	-11.959876	
9	-0.983484	-0.983484	-0.764803	-0.764803	-11.888712	-11.888712	
10	-0.977813	-0.977813	-0.708095	-0.708095	-11.809319	-11.809319	
11	-0.971558	-0.971558	-0.645543	-0.645543	-11.721747	-11.721747	
12	-0.964722	-0.964722	-0.577185	-0.577185	-11.626047	-11.626047	
13	-0.957310	-0.957310	-0.503064	-0.503064	-11.522276	-11.522276	
14	-0.949326	-0.949326	-0.423223	-0.423223	-11.410499	-11.410499	
15	-0.940775	-0.940775	-0.337710	-0.337710	-11.290781	-11.290781	
16	-0.931662	-0.931662	-0.246577	-0.246577	-11.163195	-11.163195	
17	-0.921992	-0.921992	-0.149880	-0.149880	-11.027818	-11.027818	
18	-0.911771	-0.911771	-0.047675	-0.047675	-10.884732	-10.884732	
19	-0.901006	-0.901006	0.059975	0.059975	-10.734022	-10.734022	
20	-0.889703	-0.889703	0.173005	0.173005	-10.575780	-10.575780	
21	-0.877869	-0.877869	0.291348	0.291348	-10.410100	-10.410100	
22	-0.865511	-0.865511	0.414932	0.414932	-10.237082	-10.237082	
23	-0.852636	-0.852636	0.543682	0.543682	-10.056832	-10.056832	
24	-0.839252	-0.839252	0.677522	0.677522	-9.869456	-9.869456	
25	-0.825367	-0.825367	0.816370	0.816370	-9.675069	-9.675069	
26	-0.810990	-0.810990	0.960143	0.960143	-9.473787	-9.473787	
27	-0.796128	-0.796128	1.108754	1.108754	-9.265732	-9.265732	
28	-0.780792	-0.780792	1.262113	1.262113	-9.051028	-9.051028	
29	-0.764991	-0.764991	1.420130	1.420130	-8.829806	-8.829806	
30	-0.748733	-0.748733	1.582707	1.582707	-8.602198	-8.602198	
31	-0.732029	-0.732029	1.749747	1.749747	-8.368341	-8.368341	
32	-0.714889	-0.714889	1.921150	1.921150	-8.128377	-8.128377	
33	-0.697323	-0.697323	2.096813	2.096813	-7.882449	-7.882449	
34	-0.679341	-0.679341	2.276628	2.276628	-7.630707	-7.630707	
35	-0.660955	-0.660955	2.460490	2.460490	-7.373302	-7.373302	
36	-0.642175	-0.642175	2.648285	2.648285	-7.110388	-7.110388	
37	-0.623014	-0.623014	2.839902	2.839902	-6.842124	-6.842124	
38	-0.603481	-0.603481	3.035225	3.035225	-6.568672	-6.568672	
39	-0.583590	-0.583590	3.234136	3.234136	-6.290197	-6.290197	
40	-0.563352	-0.563352	3.436516	3.436516	-6.006865	-6.006865	
41	-0.542780	-0.542780	3.642242	3.642242	-5.718849	-5.718849	
42	-0.521885	-0.521885	3.851191	3.851191	-5.426320	-5.426320	
43	-0.500680	-0.500680	4.063236	4.063236	-5.129457	-5.129457	
44	-0.479179	-0.479179	4.278251	4.278251	-4.828436	-4.828436	
45	-0.457393	-0.457393	4.496105	4.496105	-4.523440	-4.523440	
46	-0.435337	-0.435337	4.716667	4.716667	-4.214653	-4.214653	
47	-0.413023	-0.413023	4.939805	4.939805	-3.902260	-3.902260	
48	-0.390465	-0.390465	5.165384	5.165384	-3.586450	-3.586450	
49	-0.367677	-0.367677	5.393268	5.393268	-3.267412	-3.267412	
50	-0.344672	-0.344672	5.623319	5.623319	-2.945340	-2.945340	
51	-0.321464	-0.321464	5.855401	5.855401	-2.620426	-2.620426	
52	-0.298067	-0.298067	6.089371	6.089371	-2.292867	-2.292867	
53	-0.274495	-0.274495	6.325090	6.325090	-1.962860	-1.962860	
54	-0.250762	-0.250762	6.562416	6.562416	-1.630604	-1.630604	
55	-0.226883	-0.226883	6.801206	6.801206	-1.296299	-1.296299	
56	-0.202872	-0.202872	7.041315	7.041315	-0.960146	-0.960146	
57	-0.178744	-0.178744	7.282599	7.282599	-0.622348	-0.622348	
58	-0.154512	-0.154512	7.524913	7.524913	-0.283108	-0.283108	
59	-0.130193	-0.130193	7.768111	7.768111	0.057369	0.057369	
60	-0.105799	-0.105799	8.012047	8.012047	0.398878	0.398878	
61	-0.081347	-0.081347	8.256572	8.256572	0.741214	0.741214	
62	-0.056850	-0.056850	8.501541	8.501541	1.084171	1.084171	
63	-0.032323	-0.032323	8.746806	8.746806	1.427541	1.427541	
64	-0.007782	-0.007782	8.992218	8.992218	1.771118	1.771118	
65	0.016759	0.016759	9.237630	9.237630	2.114695	2.114695	
66	0.041286	0.041286	9.482895	9.482895	2.458066	2.458066	
67	0.065783	0.065783	9.727864	9.727864	2.801022	2.801022	
68	0.090235	0.090235	9.972389	9.972389	3.143358	3.143358	
69	0.114629	0.114629	10.216325	10.216325	3.484868	3.484868	
70	0.138948	0.138948	10.459523	10.459523	3.825345	3.825345	
71	0.163180	0.163180	10.701837	10.701837	4.164585	4.164585	
72	0.187308	0.187308	10.943121	10.943121	4.502383	4.502383	
73	0.211319	0.211319	11.183230	11.183230	4.838536	4.838536	
74	0.235198	0.235198	11.422020	11.422020	5.172841	5.172841	
75	0.258931	0.258931	11.659346	11.659346	5.505097	5.505097	
76	0.282503	0.282503	11.895065	11.895065	5.835104	5.835104	
77	0.305900	0.305900	12.129035	12.129035	6.162663	6.162663	
78	0.329108	0.329108	12.361117	12.361117	6.487576	6.487576	
79	0.352113	0.352113	12.591168	12.591168	6.809649	6.809649	
80	0.374901	0.374901	12.819052	12.819052	7.128686	7.128686	
81	0.397459	0.397459	13.044631	13.044631	7.444497	7.444497	
82	0.419773	0.419773	13.267769	13.267769	7.756889	7.756889	
83	0.441829	0.441829	13.488331	13.488331	8.065677	8.065677	
84	0.463615	0.463615	13.706185	13.706185	8.370672	8.370672	
85	0.485116	0.485116	13.921200	13.921200	8.671693	8.671693	
86	0.506321	0.506321	14.133245	14.133245	8.968557	8.968557	
87	0.527216	0.527216	14.342194	14.342194	9.261085	9.261085	
88	0.547788	0.547788	14.547920	14.547920	9.549101	9.549101	
89	0.568026	0.568026	14.750300	14.750300	9.832433	9.832433	
90	0.587917	0.587917	14.949211	14.949211	10.110908	10.110908	
91	0.607450	0.607450	15.144534	15.144534	10.384360	10.384360	
92	0.626611	0.626611	15.336151	15.336151	10.652624	10.652624	
93	0.645391	0.645391	15.523946	15.523946	10.915538	10.915538	
94	0.663777	0.663777	15.707808	15.707808	11.172944	11.172944	
95	0.681759	0.681759	15.887623	15.887623	11.424686	11.424686	
96	0.699325	0.699325	16.063286	16.063286	11.670613	11.670613	
97	0.716465	0.716465	16.234689	16.234689	11.910577	11.910577	
98	0.733169	0.733169	16.401729	16.401729	12.144434	12.144434	
99	0.749427	0.749427	16.564306	16.564306	12.372042	12.372042	
100	0.765228	0.765228	16.722323	16.722323	12.593265	12.593265	
101	0.780564	0.780564	16.875682	16.875682	12.807968	12.807968	
102	0.795426	0.795426	17.024293	17.024293	13.016024	13.016024	
103	0.809803	0.809803	17.168066	17.168066	13.217306	13.217306	
104	0.823688	0.823688	17.306914	17.306914	13.411693	13.411693	
105	0.837072	0.837072	17.440754	17.440754	13.599068	13.599068	
106	0.849947	0.849947	17.569504	17.569504	13.779319	13.779319	
107	0.862305	0.862305	17.693088	17.693088	13.952336	13.952336	
108	0.874139	0.874139	17.811431	17.811431	14.118016	14.118016	
109	0.885442	0.885442	17.924461	17.924461	14.276258	14.276258	
110	0.896207	0.896207	18.032111	18.032111	14.426968	14.426968	
111	0.906428	0.906428	18.134316	18.134316	14.570055	14.570055	
112	0.916098	0.916098	18.231013	18.231013	14.705432	14.705432	
113	0.925211	0.925211	18.322146	18.322146	14.833017	14.833017	
114	0.933762	0.933762	18.407659	18.407659	14.952735	14.952735	
115	0.941746	0.941746	18.487500	18.487500	15.064513	15.064513	
116	0.949158	0.949158	18.561621	18.561621	15.168283	15.168283	
117	0.955994	0.955994	18.629979	18.629979	15.263983	15.263983	
118	0.962249	0.962249	18.692531	18.692531	15.351556	15.351556	
119	0.967920	0.967920	18.749239	18.749239	15.430948	15.430948	
120	0.973003	0.973003	18.800071	18.800071	15.502112	15.502112	
121	0.977496	0.977496	18.844994	18.844994	15.565005	15.565005	
122	0.981395	0.981395	18.883983	18.883983	15.619589	15.619589	
123	0.984698	0.984698	18.917013	18.917013	15.665832	15.665832	
124	0.987403	0.987403	18.944065	18.944065	15.703704	15.703704	
125	0.989508	0.989508	18.965123	18.965123	15.733185	15.733185	
126	0.991013	0.991013	18.980173	18.980173	15.754255	15.754255	
127	0.991917	0.991917	18.989206	18.989206	15.766902	15.766902	
128	0.992218	0.992218	18.992218	18.992218	15.771118	15.771118	
129	0.995230	0.995230	18.992519	18.992519	15.771721	15.771721	
130	1.004263	1.004263	18.993423	18.993423	15.773527	15.773527	
131	1.019313	1.019313	18.994928	18.994928	15.776537	15.776537	
132	1.040371	1.040371	18.997033	18.997033	15.780749	15.780749	
133	1.067423	1.067423	18.999738	18.999738	15.786159	15.786159	
134	1.100453	1.100453	19.003042	19.003042	15.792765	15.792765	
135	1.139442	1.139442	19.006940	19.006940	15.800563	15.800563	
136	1.184365	1.184365	19.011433	19.011433	15.809548	15.809548	
137	1.235197	1.235197	19.016516	19.016516	15.819714	15.819714	
138	1.291905	1.291905	19.022187	19.022187	15.831056	15.831056	
139	1.354457	1.354457	19.028442	19.028442	15.843566	15.843566	
140	1.422815	1.422815	19.035278	19.035278	15.857237	15.857237	
141	1.496936	1.496936	19.042690	19.042690	15.872062	15.872062	
142	1.576777	1.576777	19.050674	19.050674	15.888030	15.888030	
143	1.662290	1.662290	19.059225	19.059225	15.905133	15.905133	
144	1.753423	1.753423	19.068338	19.068338	15.923359	15.923359	
145	1.850120	1.850120	19.078008	19.078008	15.942699	15.942699	
146	1.952325	1.952325	19.088229	19.088229	15.963140	15.963140	
147	2.059975	2.059975	19.098994	19.098994	15.984670	15.984670	
148	2.173005	2.173005	19.110297	19.110297	16.007276	16.007276	
149	2.291348	2.291348	19.122131	19.122131	16.030944	16.030944	
150	2.414932	2.414932	19.134489	19.134489	16.055661	16.055661	
151	2.543682	2.543682	19.147364	19.147364	16.081411	16.081411	
