#    itr              mu            ntot            mtot            etot
       1       10.500000        3.000092        1.497524      -26.253995
       2        8.523560        2.999817       -0.997865       -1.926568
       3        9.169338        2.999908        0.580734        2.684602
       4        9.701089        3.000458       -0.324421        4.983728
       5        9.886443        3.000702        0.179794        5.795864
       6       10.005926        3.000366       -0.102527        6.044157
       7        9.990949        3.000092        0.056870        6.115013
       8        9.991895        3.000458       -0.031889        6.142170
       9        9.997336        3.000549        0.016724        6.154245
      10        9.998993        2.999817       -0.008133        6.149465
      11        9.996440        2.999023        0.004654        6.135965
      12        9.997996        2.999451       -0.001724        6.133569
      13        9.990939        2.999298        0.000092        6.141388
      14        9.983104        2.999664       -0.000229        6.138210
