#    itr              mu            ntot            mtot            etot
       1      -24.076172        1.200806        0.600403      -36.316084
       2       -3.771221        1.200195       -0.463562      -10.765476
       3       -3.522503        1.199463        0.402283       -9.969377
       4       -3.612703        1.199707       -0.356995       -9.658356
       5       -3.684757        1.200195        0.322571       -9.448052
       6       -3.742315        1.199463       -0.295837       -9.297644
       7       -3.769770        1.199219        0.273010       -9.195027
       8       -3.810227        1.199219       -0.256165       -9.113038
       9       -3.833149        1.200043        0.243637       -9.058183
      10       -3.849056        1.199951       -0.231140       -9.013875
      11       -3.873562        1.199951        0.220886       -8.975348
      12       -3.897898        1.200439       -0.213562       -8.946719
      13       -3.898229        1.200439        0.206482       -8.923663
      14       -3.908060        1.200928       -0.198425       -8.906021
      15       -3.930282        1.200195        0.191467       -8.879709
      16       -3.948078        1.200684       -0.185608       -8.866600
      17       -3.959912        1.200928        0.181580       -8.850669
      18       -3.971804        1.199432       -0.178146       -8.833690
      19       -3.976472        1.199707        0.174377       -8.832574
      20       -3.977776        1.200439       -0.170593       -8.825519
      21       -3.986110        1.199951        0.167664       -8.811765
      22       -3.992783        1.200928       -0.164246       -8.810975
      23       -4.003003        1.199219        0.161926       -8.792464
      24       -4.006311        1.199951       -0.159607       -8.797114
      25       -4.011404        1.199219        0.157288       -8.786174
      26       -4.022827        1.200684       -0.155090       -8.790015
      27       -4.022185        1.199219        0.152161       -8.773649
      28       -4.021672        1.200684       -0.148743       -8.779363
      29       -4.031069        1.200439        0.146423       -8.765501
      30       -4.041068        1.199677       -0.145065       -8.758697
      31       -4.046639        1.200928        0.143250       -8.764123
      32       -4.043718        1.199219       -0.141174       -8.748656
      33       -4.053691        1.200195        0.138245       -8.755493
      34       -4.061707        1.199707       -0.135803       -8.744066
      35       -4.075564        1.199463        0.132507       -8.740522
      36       -4.084243        1.200562       -0.129517       -8.740021
      37       -4.086262        1.200562        0.126587       -8.730379
      38       -4.092851        1.200775       -0.122787       -8.726155
      39       -4.105614        1.200806        0.118164       -8.719149
      40       -4.123381        1.200317       -0.115234       -8.709673
      41       -4.122721        1.199829        0.110596       -8.705074
      42       -4.132195        1.199341       -0.104980       -8.698139
      43       -4.139837        1.199341        0.100098       -8.692133
      44       -4.151021        1.200806       -0.094971       -8.691657
      45       -4.155022        1.200195        0.091248       -8.676568
      46       -4.168319        1.199341       -0.088135       -8.670938
      47       -4.176547        1.200073        0.084595       -8.673671
      48       -4.175613        1.199829       -0.082031       -8.665656
      49       -4.179914        1.199097        0.079468       -8.660695
