#    itr              mu            ntot            mtot            etot
       1       40.796000        4.199280        1.800720       33.435829
       2       17.624000        4.200439       -1.112915       33.974717
       3       18.151000        4.199219        0.710815       35.246368
       4       18.316000        4.199463       -0.474243       35.722474
       5       18.369000        4.199219        0.332886       35.914684
       6       18.391000        4.199219       -0.242554       35.993322
       7       18.408000        4.199463        0.178345       36.036053
       8       18.388000        4.199219       -0.133667       36.055105
       9       18.394000        4.199707        0.104370       36.071817
      10       18.392000        4.199463       -0.081177       36.078712
      11       18.392000        4.199707        0.064819       36.083572
      12       18.386000        4.199097       -0.053223       36.077275
      13       18.379000        4.199341        0.041748       36.075411
      14       18.383000        4.199097       -0.032227       36.074794
      15       18.375000        4.199097        0.027344       36.072357
      16       18.373000        4.199097       -0.023437       36.072601
      17       18.372000        4.199341        0.020752       36.077263
      18       18.372000        4.199341       -0.018799       36.080357
      19       18.375000        4.199829        0.017334       36.089408
      20       18.376000        4.199585       -0.015625       36.090951
      21       18.373000        4.200806        0.013916       36.110445
      22       18.375000        4.199341       -0.012451       36.098530
      23       18.372000        4.199341        0.011475       36.080615
      24       18.371000        4.199341       -0.010498       36.080636
      25       18.370000        4.199341        0.009521       36.080655
      26       18.372000        4.199341       -0.009521       36.080670
      27       18.372000        4.199341        0.009521       36.080670
