#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-11.207072	17.376994	-11.207070	17.377017	-22.124736	6.160145	11.218377	39.802440	11.218378	39.802467	10.139812	38.424694	
1	-11.206774	17.377289	-11.204117	17.379972	-22.120540	6.164342	11.215424	39.799512	11.218081	39.802144	10.139230	38.424111	
2	-11.205888	17.378175	-11.195255	17.388834	-22.107952	6.176930	11.206562	39.790650	11.217195	39.801258	10.137482	38.422364	
3	-11.204412	17.379652	-11.180491	17.403597	-22.086981	6.197901	11.191798	39.775887	11.215718	39.799782	10.134571	38.419453	
4	-11.202346	17.381717	-11.159836	17.424252	-22.057639	6.227242	11.171143	39.755232	11.213653	39.797716	10.130498	38.415380	
5	-11.199692	17.384371	-11.133303	17.450785	-22.019945	6.264937	11.144610	39.728699	11.210999	39.795062	10.125266	38.410148	
6	-11.196452	17.387611	-11.100910	17.483179	-21.973921	6.310960	11.112217	39.696305	11.207759	39.791822	10.118879	38.403761	
7	-11.192627	17.391436	-11.062678	17.521411	-21.919596	6.365285	11.073985	39.658073	11.203934	39.787997	10.111340	38.396222	
8	-11.188220	17.395843	-11.018633	17.565456	-21.857003	6.427879	11.029939	39.614028	11.199527	39.783590	10.102655	38.387537	
9	-11.183234	17.400829	-10.968804	17.615285	-21.786179	6.498702	10.980110	39.564199	11.194541	39.778604	10.092830	38.377711	
10	-11.177671	17.406392	-10.913224	17.670864	-21.707169	6.577712	10.924531	39.508620	11.188978	39.773041	10.081870	38.366752	
11	-11.171535	17.412528	-10.851932	17.732157	-21.620021	6.664861	10.863238	39.447327	11.182842	39.766905	10.069784	38.354665	
12	-11.164830	17.419233	-10.784967	17.799122	-21.524787	6.760095	10.796274	39.380362	11.176137	39.760200	10.056579	38.341460	
13	-11.157560	17.426504	-10.712375	17.871713	-21.421526	6.863355	10.723682	39.307771	11.168867	39.752930	10.042264	38.327145	
14	-11.149729	17.434335	-10.634206	17.949883	-21.310302	6.974580	10.645513	39.229601	11.161035	39.745099	10.026849	38.311730	
