#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-7.579956	-7.579956	-7.579956	-7.579956	-18.353638	-18.353638	
1	-7.579655	-7.579655	-7.576944	-7.576944	-18.349421	-18.349421	
2	-7.578752	-7.578752	-7.567911	-7.567911	-18.336774	-18.336774	
3	-7.577247	-7.577247	-7.552861	-7.552861	-18.315704	-18.315704	
4	-7.575141	-7.575141	-7.531803	-7.531803	-18.286224	-18.286224	
5	-7.572436	-7.572436	-7.504751	-7.504751	-18.248351	-18.248351	
6	-7.569133	-7.569133	-7.471721	-7.471721	-18.202109	-18.202109	
7	-7.565234	-7.565234	-7.432732	-7.432732	-18.147525	-18.147525	
8	-7.560741	-7.560741	-7.387809	-7.387809	-18.084632	-18.084632	
9	-7.555658	-7.555658	-7.336977	-7.336977	-18.013468	-18.013468	
10	-7.549987	-7.549987	-7.280269	-7.280269	-17.934075	-17.934075	
11	-7.543732	-7.543732	-7.217717	-7.217717	-17.846503	-17.846503	
12	-7.536896	-7.536896	-7.149359	-7.149359	-17.750802	-17.750802	
13	-7.529484	-7.529484	-7.075238	-7.075238	-17.647032	-17.647032	
14	-7.521500	-7.521500	-6.995397	-6.995397	-17.535255	-17.535255	
15	-7.512949	-7.512949	-6.909884	-6.909884	-17.415537	-17.415537	
16	-7.503836	-7.503836	-6.818751	-6.818751	-17.287951	-17.287951	
17	-7.494166	-7.494166	-6.722054	-6.722054	-17.152574	-17.152574	
18	-7.483945	-7.483945	-6.619849	-6.619849	-17.009488	-17.009488	
19	-7.473180	-7.473180	-6.512199	-6.512199	-16.858778	-16.858778	
20	-7.461877	-7.461877	-6.399169	-6.399169	-16.700535	-16.700535	
21	-7.450043	-7.450043	-6.280826	-6.280826	-16.534856	-16.534856	
22	-7.437685	-7.437685	-6.157242	-6.157242	-16.361838	-16.361838	
23	-7.424810	-7.424810	-6.028492	-6.028492	-16.181588	-16.181588	
24	-7.411426	-7.411426	-5.894652	-5.894652	-15.994212	-15.994212	
25	-7.397541	-7.397541	-5.755804	-5.755804	-15.799825	-15.799825	
26	-7.383164	-7.383164	-5.612031	-5.612031	-15.598543	-15.598543	
27	-7.368302	-7.368302	-5.463420	-5.463420	-15.390488	-15.390488	
28	-7.352967	-7.352967	-5.310061	-5.310061	-15.175784	-15.175784	
29	-7.337165	-7.337165	-5.152045	-5.152045	-14.954562	-14.954562	
30	-7.320907	-7.320907	-4.989467	-4.989467	-14.726953	-14.726953	
31	-7.304203	-7.304203	-4.822427	-4.822427	-14.493097	-14.493097	
32	-7.287063	-7.287063	-4.651024	-4.651024	-14.253133	-14.253133	
33	-7.269497	-7.269497	-4.475362	-4.475362	-14.007205	-14.007205	
34	-7.251515	-7.251515	-4.295546	-4.295546	-13.755463	-13.755463	
35	-7.233129	-7.233129	-4.111684	-4.111684	-13.498057	-13.498057	
36	-7.214349	-7.214349	-3.923889	-3.923889	-13.235144	-13.235144	
37	-7.195188	-7.195188	-3.732272	-3.732272	-12.966880	-12.966880	
38	-7.175655	-7.175655	-3.536949	-3.536949	-12.693428	-12.693428	
39	-7.155764	-7.155764	-3.338038	-3.338038	-12.414952	-12.414952	
40	-7.135526	-7.135526	-3.135658	-3.135658	-12.131621	-12.131621	
41	-7.114954	-7.114954	-2.929932	-2.929932	-11.843604	-11.843604	
42	-7.094059	-7.094059	-2.720983	-2.720983	-11.551076	-11.551076	
43	-7.072854	-7.072854	-2.508938	-2.508938	-11.254212	-11.254212	
44	-7.051353	-7.051353	-2.293923	-2.293923	-10.953192	-10.953192	
45	-7.029567	-7.029567	-2.076069	-2.076069	-10.648196	-10.648196	
46	-7.007511	-7.007511	-1.855507	-1.855507	-10.339409	-10.339409	
47	-6.985197	-6.985197	-1.632369	-1.632369	-10.027016	-10.027016	
48	-6.962639	-6.962639	-1.406790	-1.406790	-9.711206	-9.711206	
49	-6.939851	-6.939851	-1.178906	-1.178906	-9.392168	-9.392168	
50	-6.916846	-6.916846	-0.948855	-0.948855	-9.070096	-9.070096	
51	-6.893638	-6.893638	-0.716773	-0.716773	-8.745182	-8.745182	
52	-6.870241	-6.870241	-0.482803	-0.482803	-8.417623	-8.417623	
53	-6.846669	-6.846669	-0.247084	-0.247084	-8.087616	-8.087616	
54	-6.822936	-6.822936	-0.009758	-0.009758	-7.755360	-7.755360	
55	-6.799057	-6.799057	0.229032	0.229032	-7.421055	-7.421055	
56	-6.775046	-6.775046	0.469141	0.469141	-7.084902	-7.084902	
57	-6.750918	-6.750918	0.710425	0.710425	-6.747104	-6.747104	
58	-6.726687	-6.726687	0.952739	0.952739	-6.407864	-6.407864	
59	-6.702367	-6.702367	1.195937	1.195937	-6.067387	-6.067387	
60	-6.677973	-6.677973	1.439873	1.439873	-5.725878	-5.725878	
61	-6.653521	-6.653521	1.684398	1.684398	-5.383542	-5.383542	
62	-6.629024	-6.629024	1.929367	1.929367	-5.040585	-5.040585	
63	-6.604497	-6.604497	2.174632	2.174632	-4.697215	-4.697215	
64	-6.579956	-6.579956	2.420044	2.420044	-4.353638	-4.353638	
65	-6.555415	-6.555415	2.665456	2.665456	-4.010060	-4.010060	
66	-6.530888	-6.530888	2.910721	2.910721	-3.666690	-3.666690	
67	-6.506391	-6.506391	3.155690	3.155690	-3.323734	-3.323734	
68	-6.481939	-6.481939	3.400215	3.400215	-2.981398	-2.981398	
