# n = 5.1 U  = 8.0 J = 2.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       42.678000        5.099304        0.450348      163.400752
       2       42.508000        5.100098        0.195862      164.531192
       3       42.588000        5.099121        0.093323      164.682513
       4       42.626000        5.099243        0.042358      164.679051
       5       42.633000        5.099487        0.019775      164.701940
       6       42.635000        5.099243        0.008911      164.701161
       7       42.630000        5.099243        0.004517      164.692999
       8       42.629000        5.099487        0.002930      164.704061
       9       42.632000        5.099487        0.001953      164.712181
      10       42.633000        5.099487        0.001465      164.712188
      11       42.632000        5.099487        0.000977      164.712191
      12       42.632000        5.099487        0.000977      164.712193
      13       42.632000        5.099487        0.000977      164.712193
