#    itr              mu            ntot            mtot            etot
       1       18.539062        2.999115        1.497507      -29.948576
       2        9.574547        2.999878       -1.251456       -1.021279
       3        9.776156        2.999847        0.925339        2.589372
       4       10.305984        2.999359       -0.620381        5.993899
       5       10.787307        2.999634        0.403259        8.151144
       6       11.068068        3.000183       -0.256537        9.167597
       7       11.169263        3.000824        0.160965        9.615641
       8       11.261664        3.000977       -0.104924        9.802249
       9       11.243738        2.999634        0.066682        9.857046
      10       11.239101        3.000854       -0.042603        9.887408
      11       11.254012        3.000122        0.027954        9.903901
      12       11.245366        2.999146       -0.016815        9.889171
      13       11.235885        2.999847        0.009400        9.889080
      14       11.245479        3.000153       -0.006271        9.900086
      15       11.246014        2.999329        0.003906        9.894867
      16       11.246602        2.999908       -0.003311        9.893021
      17       11.247246        3.000732        0.002594        9.907839
