#    itr              mu            ntot            mtot            etot
       1      -21.000000        1.221252        1.221252      -33.333113
       2       -7.462000        0.699097       -0.454834       -7.446873
       3       -8.004000        0.699219        0.266235       -7.806727
       4       -7.926000        0.700317       -0.151123       -7.744953
       5       -7.903000        0.699585        0.083008       -7.714055
       6       -7.907000        0.699341       -0.045654       -7.705680
       7       -7.906000        0.699585        0.024902       -7.705773
       8       -7.904000        0.699097       -0.011719       -7.700674
       9       -7.909000        0.699341        0.006104       -7.703101
      10       -7.903000        0.699341       -0.003174       -7.702635
      11       -7.902000        0.700073        0.002441       -7.708466
      12       -7.900000        0.699097       -0.001465       -7.699496
      13       -7.903000        0.699097        0.000488       -7.701163
      14       -7.904000        0.699097       -0.000488       -7.701162
      15       -7.904000        0.699097        0.000488       -7.701162
