#    itr              mu            ntot            mtot            etot
       1      -21.000000        3.000000        3.000000     -106.260000
       2        0.083000        0.999329       -0.999329       -4.790528
       3       -4.202000        0.999390        0.755127       -8.398471
       4       -3.577000        0.999390       -0.717041       -7.750127
       5       -3.535000        0.999268        0.699097       -7.651541
       6       -3.543000        0.999268       -0.683960       -7.608563
       7       -3.551000        0.999023        0.669067       -7.572464
       8       -3.562000        0.999023       -0.660767       -7.539366
       9       -3.571000        0.999023        0.652954       -7.520679
      10       -3.573000        0.999268       -0.645874       -7.504127
      11       -3.580000        0.999756        0.642456       -7.488789
      12       -3.587000        0.999268       -0.640991       -7.476948
      13       -3.587000        0.999268        0.639038       -7.476159
      14       -3.586000        0.999512       -0.636841       -7.472625
      15       -3.586000        0.999023        0.634399       -7.464884
      16       -3.591000        0.999023       -0.632446       -7.462009
      17       -3.597000        0.999023        0.632446       -7.457779
      18       -3.597000        0.999023       -0.632446       -7.457779
